filename,reference,hypothesis,sample_wer_%,sample_cer_%
P-066_Simple_21b.wav,She (not here) wanted to sleep early.,She (not here) wants to sleep early.,14.29,5.41
P-066_Simple_26.wav,I told him (not here) that she is my sister.,I told him (not here) that she is my sister.,0.0,0.0
P-066_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,0.0,0.0
P-066_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,0.0,0.0
P-066_Simple_6.wav,I have a headache.,I have a headache.,0.0,0.0
P-066_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,0.0,0.0
P-066_TAM_69.wav,I will go to Karachi on Sunday.,I will go to Karachi on Sunday.,0.0,0.0
P-066_TAM_72a.wav,We are walking to the market now.,We are walking to the market now.,0.0,0.0
P-066_TAM_74.wav,We could walk anywhere.,We could walk anywhere.,0.0,0.0
P-066_TAM_75.wav,You walk to school daily.,You walk to school daily.,0.0,0.0
P-066_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,0.0,0.0
P-066_TAM_86.wav,We used to walk together every evening.,We walk together every evening.,28.57,20.51
P-066_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,0.0,0.0
P-066_TAM_92.wav,Jemal is not walking tomorrow.,Jamal is not walking tomorrow.,20.0,3.33
P-066_TAM_93.wav,They might have walked without us.,They might have walked without us.,0.0,0.0
P-066_Val_290.wav,They turned off the light.,They turned off the light.,0.0,0.0
P-066_Val_300.wav,The noise made the baby cry.,The noise made the baby cry.,0.0,0.0
P-066_Val_305.wav,She ate rice.,She ate rice.,0.0,0.0
P-066_Val_309.wav,The teacher spoke.,The teacher spoke.,0.0,0.0
P-066_Val_313.wav,The ball rolled.,The ball rolled.,0.0,0.0
P-068_Adp_410.wav,The book is on the chair.,The book is on the chair.,0.0,0.0
P-068_Adp_422.wav,He fell from the tree.,He fell from the tree.,0.0,0.0
P-068_Adp_430.wav,She stood between the two boys.,She stood between the two boys.,0.0,0.0
P-068_Adp_433.wav,The store is across the road.,The store is across the road.,0.0,0.0
P-068_Case_31.wav,He (not here) kicked the ball.,He (not here) kicked the ball.,0.0,0.0
P-068_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,0.0,0.0
P-068_Case_41.wav,He is working only for his family.,He is working only for his family.,0.0,0.0
P-068_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,0.0,0.0
P-068_Case_43.wav,She gave bread to the child.,She gave bread to the child.,0.0,0.0
P-068_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,0.0,0.0
P-068_Case_55.wav,He is in the house.,He is in the house.,0.0,0.0
P-068_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,0.0,0.0
P-068_Cau_317.wav,I made the girl clean the room.,I made the girl clean the room.,0.0,0.0
P-068_Cau_322.wav,The dog made the baby cry.,The dog made the baby cry.,0.0,0.0
P-068_Cau_325.wav,The chair was broken by the children.,The chair was broken by the children.,0.0,0.0
P-068_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,0.0,0.0
P-068_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,0.0,0.0
P-068_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,0.0,0.0
P-068_Cau_344.wav,The teacher made them read the story again.,The teacher made them read the story again.,0.0,0.0
P-068_Cls_188.wav,This is a wooden door.,This is a wooden door.,0.0,0.0
P-068_Cls_192.wav,Give me a small banana.,Give me a small banana.,0.0,0.0
P-068_Cls_195.wav,We built the house with stones.,We built the house with stones.,0.0,0.0
P-068_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,0.0,0.0
P-068_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,0.0,0.0
P-068_ECV_156.wav,He died.,He died.,0.0,0.0
P-068_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,0.0,0.0
P-068_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",0.0,0.0
P-068_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",0.0,0.0
P-068_ECV_175.wav,Wash your hands before eating.,Wash your hands before eating.,0.0,0.0
P-068_ECV_178.wav,We came to help you.,We came to help you.,0.0,0.0
P-068_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,0.0,0.0
P-068_ECV_183.wav,"After finishing the meeting, we went home.","After finishing the meeting, we went home.",0.0,0.0
P-068_Imp_470.wav,Listen to me.,Listen to me.,0.0,0.0
P-068_Imp_473.wav,Write your name.,Write your name.,0.0,0.0
P-068_Imp_479.wav,Wait here.,Wait here.,0.0,0.0
P-068_Imp_482.wav,Do not touch that.,Do not touch that.,0.0,0.0
P-068_Imp_483.wav,Do not speak loudly.,Do not speak loudly.,0.0,0.0
P-068_Imp_486.wav,Go and bring milk.,Go and bring milk.,0.0,0.0
P-068_Imp_488.wav,Come and help me.,Come and help me.,0.0,0.0
P-068_Imp_489.wav,Eat and sleep.,Eat and sleep.,0.0,0.0
P-068_Imp_492.wav,Please help the children.,Please help the children.,0.0,0.0
P-068_Imp_494.wav,Let them speak.,Let them speak.,0.0,0.0
P-068_Imp_495.wav,Let her sit here.,Let her sit here.,0.0,0.0
P-068_Imp_498.wav,Leave the bag on the table.,Leave the bag on the table.,0.0,0.0
P-068_Imp_500.wav,Bring me your notes tomorrow.,Bring me your notes tomorrow.,0.0,0.0
P-068_Int_215.wav,Where are you going?,Where are you going?,0.0,0.0
P-068_Int_222.wav,Did you eat?,Did you eat?,0.0,0.0
P-068_Int_228.wav,How many people are here?,How many people are here?,0.0,0.0
P-068_Int_234.wav,What are they doing?,What are they doing?,0.0,0.0
P-068_Int_236.wav,Can she speak English?,Can she speak English?,0.0,0.0
P-068_Int_349.wav,Why are you crying?,Why are you crying?,0.0,0.0
P-068_Int_351.wav,Did they finish the work?,Did they finish the work?,0.0,0.0
P-068_Int_352.wav,Will she stay here?,Will she stay here?,0.0,0.0
P-068_Int_359.wav,Whom did she meet there?,Whom did she meet there?,0.0,0.0
P-068_Int_375.wav,Where did he go?,Where did he go?,0.0,0.0
P-068_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,0.0,0.0
P-068_Neg_102.wav,I have not eaten.,I have not eaten.,0.0,0.0
P-068_Neg_103.wav,I had not eaten yet.,I had not eaten yet.,0.0,0.0
P-068_Neg_113.wav,I never drink juice.,I never drink juice.,0.0,0.0
P-068_Neg_118.wav,Ali is nowhere in the village.,Ali is nowhere in the village.,0.0,0.0
P-068_Neg_122.wav,The bird is no longer on the tree.,The bird is no longer on the tree.,0.0,0.0
P-068_Neg_94b.wav,He (not here) is not a teacher.,He (not here) is not a teacher.,0.0,0.0
P-068_Neg_99.wav,You must not move now.,You must not move now.,0.0,0.0
P-068_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,0.0,0.0
P-068_Pas_438.wav,The food was cooked.,The food was cooked.,0.0,0.0
P-068_Pas_442.wav,The letter was written.,The letter was written.,0.0,0.0
P-068_Pas_443.wav,The letter was written by my brother.,The letter was written by my brother.,0.0,0.0
P-068_Pas_453.wav,Many people were helped.,Many people were helped.,0.0,0.0
P-068_Pas_454.wav,The children were fed.,The children were fed.,0.0,0.0
P-068_Pas_464.wav,The bridge was destroyed by the flood.,The bridge was destroyed by the flood.,0.0,0.0
P-068_Pos_376.wav,I have a book.,I have a book.,0.0,0.0
P-068_Pos_379.wav,He has a house in the village.,He has a house in the village.,0.0,0.0
P-068_Pos_382.wav,He has two brothers.,He has two brothers.,0.0,0.0
P-068_Pos_383.wav,My family has land near the river.,My family has land near the river.,0.0,0.0
P-068_Pos_397.wav,Their shop has fresh bread.,Their shop has fresh bread.,0.0,0.0
P-068_Pos_398.wav,The river has clear water.,The river has clear water.,0.0,0.0
P-068_Pos_400.wav,The city has many parks.,The city has many parks.,0.0,0.0
P-068_Pos_401.wav,My brother has a bicycle.,My brother has a bicycle.,0.0,0.0
P-068_Pos_403.wav,The farmer has two cows.,The farmer has two cows.,0.0,0.0
P-068_Pro_244.wav,I am tired.,I am tired.,0.0,0.0
P-068_Pro_247.wav,He is standing outside.,He is standing outside.,0.0,0.0
P-068_Pro_252.wav,They called you yesterday.,They called you yesterday.,0.0,0.0
P-068_Pro_258.wav,They washed themselves.,They washed themselves.,0.0,0.0
P-068_Pro_268.wav,Come here.,Come here.,0.0,0.0
P-068_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,0.0,0.0
P-068_Pro_280.wav,Here put it.,Here put it.,0.0,0.0
P-068_Ref_125.wav,We saw ourselves in the mirror.,We saw ourselves in the mirror.,0.0,0.0
P-068_Ref_131.wav,The door opened by itself.,The door opened by itself.,0.0,0.0
P-068_Ref_136.wav,He hurt himself while running.,He hurt himself while running.,0.0,0.0
P-068_Ref_138.wav,We introduced ourselves to the teacher.,We introduced ourselves to the teacher.,0.0,0.0
P-068_Ref_141.wav,He blamed himself for the mistake.,He blamed himself for the mistake.,0.0,0.0
P-068_Ref_147.wav,She protected herself from the cold.,She protected herself from the cold.,0.0,0.0
P-068_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,0.0,0.0
P-068_Simple_10.wav,Today is Monday.,Today is Monday.,0.0,0.0
P-068_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,0.0,0.0
P-068_Simple_14.wav,I want to go to the town tonight.,I want to go to the town tonight.,0.0,0.0
P-068_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,0.0,0.0
P-068_Simple_3.wav,That house is big.,That house is big.,0.0,0.0
P-068_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,0.0,0.0
P-068_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,0.0,0.0
P-068_TAM_65.wav,I am walking to field now.,I am walking to field now.,0.0,0.0
P-068_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,0.0,0.0
P-068_TAM_84.wav,We will be walking when you arrive.,We will be walking when you arrive.,0.0,0.0
P-068_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,0.0,0.0
P-068_Val_284.wav,The mother woke the child up.,The mother woke the child up.,0.0,0.0
P-068_Val_286.wav,He broke the pot.,He broke the pot.,0.0,0.0
P-068_Val_294.wav,The girl danced.,The girl danced.,0.0,0.0
P-068_Val_298.wav,She made him go.,She made him go.,0.0,0.0
P-068_Val_299.wav,The baby cried.,The baby cried.,0.0,0.0
P-068_Val_309.wav,The teacher spoke.,The teacher spoke.,0.0,0.0
P-068_Val_314.wav,She rolled the ball toward him.,He rolled the ball toward her.,33.33,12.9
common_voice_bsk_41895859.wav,I am eating rice,I am eating rice,0.0,0.0
common_voice_bsk_41895862.wav,How many children do you have,How many children do you have?,16.67,3.45
common_voice_bsk_41895865.wav,She is a far relative,She is my distant relative,40.0,38.1
common_voice_bsk_41895871.wav,The boy urinated in his clothes,The boy peed himself.,66.67,54.84
common_voice_bsk_41895872.wav,Shiri badat story is very famous here,The story of Shiribadad is very famous here.,71.43,56.76
common_voice_bsk_41895874.wav,An old lady said,An old lady said,0.0,0.0
common_voice_bsk_41895899.wav,Cold like ice,It is freezing cold,133.33,115.38
common_voice_bsk_41895925.wav,The dog is in the box,The dog is inside the box,16.67,19.05
common_voice_bsk_41895944.wav,What happened,What happened?,50.0,7.69
common_voice_bsk_41895952.wav,Bring a fire piston for me from market,Bring me a smoke ( cigarette ) from the market,75.0,63.16
common_voice_bsk_41895972.wav,She is the woman I told you about,This is the woman I told you about,12.5,9.09
common_voice_bsk_41895992.wav,"Here in Gilgit Baltistan, there are many stories in every language",In every language of Gilgit-Baltistan there are many stories,72.73,54.55
common_voice_bsk_41895993.wav,We belong to Ashurjan family,We are Ashur Jan,80.0,60.71
common_voice_bsk_41895995.wav,I like banans,I like bananas,33.33,7.69
common_voice_bsk_41896016.wav,It’s my younger brother’s wedding,My younger brother is getting married,120.0,57.58
common_voice_bsk_41896035.wav,The old woman said to me that she is not free,I am not free from the old lady,100.0,73.33
common_voice_bsk_41896037.wav,Is there something cheaper than these?,Are there any cheaper than these?,33.33,28.95
common_voice_bsk_41896070.wav,He burned the house,He burned the house,0.0,0.0
common_voice_bsk_41896079.wav,Stay away from fire,Move away from the fire,50.0,42.11
common_voice_bsk_41896104.wav,They slept,We were unable to hear,250.0,170.0
common_voice_bsk_41909873.wav,This coat does not suit me.,This coat does not suit me,16.67,3.7
common_voice_bsk_41910057.wav,I want to listen to a tune,I want to hear a tune,28.57,30.77
common_voice_bsk_41910058.wav,She is asking us a question,She is asking a question from us,50.0,40.74
common_voice_bsk_41910063.wav,safe travels,Safe travels,50.0,8.33
common_voice_bsk_41910069.wav,Would you like tea or a cold drink?,Would you like to drink tea or a bottle?,50.0,51.43
common_voice_bsk_41910075.wav,"The meat that is kept for winters, we make soup from that in winters.","In the winters, we make soup with dried meat",71.43,55.07
common_voice_bsk_41910082.wav,These are for 10 rupees.,These cost 10 rupees,60.0,33.33
common_voice_bsk_41910094.wav,What is the price of this camel?,How much is this camel for?,100.0,62.5
common_voice_bsk_41910096.wav,Throw the comb behind.,Wash your hands,100.0,68.18
common_voice_bsk_41910098.wav,You have no concern for us.,You are not aware of us.,66.67,40.74
common_voice_bsk_41910112.wav,Close the doors as you leave,Close the doors when leaving.,50.0,35.71
common_voice_bsk_41910117.wav,The day after tomorrow is Saturday.,It is a shame that I am old,133.33,82.86
common_voice_bsk_41910122.wav,Did I get any calls?,Did I get a call?,40.0,15.0
common_voice_bsk_41910123.wav,"First of all, the thorn bush did not move away.",He didn’t even get to the beginning,100.0,82.98
common_voice_bsk_41910132.wav,What is this?,What is this?,0.0,0.0
common_voice_bsk_41910210.wav,"Yes, if there’s no dancing and singing at a boy’s wedding, it’s no fun.","Yes, it is not fun if the boy is married with a bad wife.",92.86,66.2
common_voice_bsk_41910212.wav,Light a fire,light the fire,66.67,33.33
common_voice_bsk_41910213.wav,What’s up?,What is it?,150.0,40.0
common_voice_bsk_41910247.wav,Stand up,Stand up,0.0,0.0
common_voice_bsk_41910267.wav,He is your brother.,He is your brother.,0.0,0.0
common_voice_bsk_41910307.wav,She is my sister,She is my sister,0.0,0.0
common_voice_bsk_41910311.wav,I made the bird fly.,I flew the bird,40.0,45.0
common_voice_bsk_41910314.wav,I’m not enjoying it here.,I am not going there,100.0,36.0
common_voice_bsk_41910317.wav,My sides are hurting.,My back is hurting,75.0,42.86
common_voice_bsk_41910319.wav,I left my phone in the car.,My phone was left in the car,71.43,59.26
common_voice_bsk_41910320.wav,What’s there to eat today?,What is for food today?,80.0,42.31
common_voice_bsk_41910339.wav,I thanked that woman.,I thanked the lady,50.0,33.33
common_voice_bsk_41910344.wav,What time is it?,What time is it?,0.0,0.0
common_voice_bsk_41910346.wav,He asked him to kill that wolf.,He requested that I beat that wolf.,57.14,48.39
common_voice_bsk_41910351.wav,That man is killing the cow.,A man is killing a cow,50.0,28.57
common_voice_bsk_41910353.wav,Where are you From? Where are they From?,Where are you from?,62.5,55.0
common_voice_bsk_41910355.wav,It has become a huge forest.,The bus became a big jungle,83.33,57.14
common_voice_bsk_41910367.wav,I saw a man.,I saw a man.,0.0,0.0
common_voice_bsk_41910398.wav,Go straight and your destination will be on the left.,"When you walk straight from here, it will come on the left",80.0,60.38
common_voice_bsk_41910405.wav,Please tutor my son.,Teach my son the tradition,125.0,100.0
common_voice_bsk_41910414.wav,He went to Hunza.,He left for Hunza,75.0,29.41
common_voice_bsk_41910418.wav,Leave me alone,Leave us alone,33.33,14.29
common_voice_bsk_41910424.wav,Why are you going to America?,Why are you going to America?,0.0,0.0
common_voice_bsk_41910427.wav,He told his story to him.,The bird told him its story.,100.0,68.0
common_voice_bsk_41910434.wav,I am here with Michel.,I am sitting with Micheal,40.0,40.91
common_voice_bsk_41910436.wav,No one helped him/,None of the birds helped,125.0,83.33
common_voice_bsk_41910438.wav,She is a beautiful young lady.,She is a beautiful woman,33.33,30.0
common_voice_bsk_41910440.wav,I have a daughter and a son.,I have one son and one daughter,57.14,71.43
common_voice_bsk_41910441.wav,Do you need anything?,Do you need anything? Did you need anything?,100.0,109.52
common_voice_bsk_41910451.wav,His daughter helped with the killing of her own father.,His daughter helped kill him,70.0,52.73
common_voice_bsk_41910455.wav,"While he was crying and looked down, he saw an old woman outside her house.","When the man looked at her, he saw a woman standing outside the house.",73.33,48.0
common_voice_bsk_41910484.wav,Where is his fiance from?,From where was a girl matched for him?,160.0,88.0
common_voice_bsk_41910497.wav,We had already left before he arrived.,We left when she came,71.43,68.42
common_voice_bsk_41921826.wav,Its 9 O clock,It is 9 o’clock.,100.0,38.46
common_voice_bsk_41927375.wav,Someone is calling you.,You have a call.,100.0,65.22
common_voice_bsk_41927377.wav,They are going into the details of everything.,They are nitpickers.,75.0,65.22
common_voice_bsk_41927381.wav,I burned his house down.,I burned his house down,20.0,4.17
common_voice_bsk_41927387.wav,Where are you going? Where are you guys going?,Where should I go?,88.89,71.74
common_voice_bsk_41927393.wav,These are houses.,These are the houses.,33.33,23.53
common_voice_bsk_41927394.wav,Michel is bald,Michael is a bad boy,133.33,57.14
common_voice_bsk_41927400.wav,I am unhappy.,I am sad.,33.33,46.15
common_voice_bsk_41927408.wav,Camera is on the table.,The camera is on the table.,40.0,21.74
common_voice_bsk_41927410.wav,I was my grandmother’s favourite.,My grandmother loved me,100.0,51.52
common_voice_bsk_41927416.wav,I will see you soon.,See you soon,80.0,45.0
common_voice_bsk_41927418.wav,Soul got blessed,My heart felt happy,133.33,100.0
common_voice_bsk_41927421.wav,There is a lot of lightning happening in the clouds but there isn’t a drop of rain on the surface.,There is a thunderstorm but no rain,75.0,70.41
common_voice_bsk_41927424.wav,He was immortal.,Nothing could kill him,133.33,125.0
common_voice_bsk_41927425.wav,She is our distant relative.,She is my distant relative,40.0,14.29
common_voice_bsk_41927428.wav,He is feeling homesick.,I miss home,100.0,69.57
common_voice_bsk_41927429.wav,It is spicy.,It is spicy,33.33,8.33
common_voice_bsk_41927431.wav,Camel is behind the car.,There is a camel behind the car,80.0,58.33
common_voice_bsk_41927434.wav,The glass overflowed with water.,The water spilled from the glass,100.0,75.0
common_voice_bsk_41927448.wav,What are you working on?,What are you doing?,40.0,25.0
common_voice_bsk_41927450.wav,He married twice.,He married twice.,0.0,0.0
common_voice_bsk_41927452.wav,What do you like to eat?,What do you like to eat?,0.0,0.0
common_voice_bsk_41927454.wav,It appeared like a steep mountain.,My whole body is hurting,100.0,70.59
common_voice_bsk_41927455.wav,The bull also got angry.,The buffalo got angry,60.0,20.83
common_voice_bsk_41927463.wav,It's long like a rope.,It is as long as a rope,100.0,45.45
common_voice_bsk_41927468.wav,This coat suits me.,This coat suits me.,0.0,0.0
common_voice_bsk_41927471.wav,I have already started walking on this route.,I walked this road before,87.5,73.33
common_voice_bsk_41927472.wav,Apologies! I don’t know what this is. I am new here.,"I don't know, forgive me, I am new here.",54.55,48.08
common_voice_bsk_41927479.wav,These men came yesterday.,These men came yesterday.,0.0,0.0
common_voice_bsk_41959548.wav,"If you don’t come, I’ll go by myself.","If you’re not coming, I will leave.",87.5,59.46
common_voice_bsk_41959550.wav,I will tell you guys a story.,I will tell you a story I heard,57.14,44.83
common_voice_bsk_41959584.wav,I did’t came so I went by myself.,"You didn’t come, so I left.",75.0,54.55
common_voice_bsk_41959750.wav,I did not see her.,I saw her.,60.0,55.56
common_voice_bsk_41959791.wav,My grandfather was good at carpentry.,Grandmother was a skilled hand-worker,83.33,64.86
common_voice_bsk_41984804.wav,The house is burning.,The house is burning.,0.0,0.0
common_voice_bsk_41984832.wav,What’s in this bag.,What is in this bag?,75.0,15.79
common_voice_bsk_41984833.wav,I am happy.,I am happy,33.33,9.09
common_voice_bsk_41984840.wav,Piyar is teaching us Burushaski.,Piyar is making us eat burushaski,60.0,31.25
common_voice_bsk_41984854.wav,He is ahead of me,He is in front of me,40.0,47.06
common_voice_bsk_41984869.wav,I am hungry,I am hungry,0.0,0.0
common_voice_bsk_41984870.wav,"Seeing it, the old woman almost died (from fear)","When he went, the old lady gave birth to a baby",100.0,68.75
common_voice_bsk_41984876.wav,It is a green apple,It is a green apple,0.0,0.0
common_voice_bsk_41984881.wav,We are tired,We got tired,33.33,25.0
common_voice_bsk_41984893.wav,Thank You/ Thanks everyone,Thank you,75.0,69.23
common_voice_bsk_41984895.wav,They used to eat children,They say children eat it,60.0,64.0
common_voice_bsk_41984897.wav,"If you told the daughter, then let the daughter-in-law hear it too.",Don’t use abusive language against women.,100.0,73.13
common_voice_bsk_41984903.wav,She shouted on me,She yelled at me,50.0,41.18
common_voice_bsk_41984904.wav,There is nothing that is impossible,Nothing is impossible.,83.33,45.71
common_voice_bsk_41984912.wav,"When he said that, the bird’s heart broke","When it was said, the bird’s heart completely broke.",62.5,51.22
common_voice_bsk_41984919.wav,Safe travels,Sofar Mubarak,100.0,83.33
common_voice_bsk_41984925.wav,My work has been done,I have work to do,100.0,76.19
common_voice_bsk_41984940.wav,"When no one held its hand, the bird felt very sad","When nobody held its hand, the bird became very sad",27.27,16.33
common_voice_bsk_41985006.wav,"While crying, it looked down and saw a woman in that house","When he looked under the thorn bush, he saw an old lady standing outside the house.",125.0,94.83
common_voice_bsk_41985008.wav,He is inside,He is inside.,33.33,8.33
common_voice_bsk_41985009.wav,He stepped aside,He moved aside.,66.67,37.5
common_voice_bsk_41985024.wav,We are from Hunza,We are from Hunza.,25.0,5.88
common_voice_bsk_41985025.wav,The sun has rise,The sun has risen,25.0,6.25
common_voice_bsk_41985036.wav,"When (someone) said that, the bird felt disgusted","When it was said, the bird became distressed",62.5,46.94
common_voice_bsk_41985039.wav,He went out,He went outside.,33.33,45.45
common_voice_bsk_41985056.wav,Stories are good for learning language,Stories are good for learning language,0.0,0.0
common_voice_bsk_41985089.wav,I am with micheal,I am with Michel.,25.0,17.65
common_voice_bsk_41985115.wav,He sleeps everyday,He sleeps everyday,0.0,0.0
common_voice_bsk_41985119.wav,Take care of yourself,Take a look at yourself.,100.0,42.86
common_voice_bsk_41989930.wav,Don’t speak,Abtar,100.0,81.82
common_voice_bsk_41989932.wav,No one helped the bird,None of the birds helped,100.0,68.18
common_voice_bsk_41989934.wav,Once there was a king,There was a King,60.0,33.33
common_voice_bsk_41989939.wav,I sent a gift for him through them,I gave him a gift,75.0,70.59
common_voice_bsk_41989940.wav,"There’s a lot of thunder in the sky, but not a single tear on the ground",There is a thunderstorm but no rain.,93.75,63.89
common_voice_bsk_41989941.wav,I am missing you,I am giving you a hand.,75.0,68.75
common_voice_bsk_41989950.wav,It’s been long since grandfather died,It has been many years since my grandfather died.,100.0,43.24
common_voice_bsk_41989951.wav,I listened to you,I heard you,50.0,52.94
common_voice_bsk_41989983.wav,He requested him to kill that wolf.,He requested that I beat the wolf.,57.14,31.43
common_voice_bsk_41989984.wav,"Grandpa told Grandma that a son is going to be born on the day of Ashura, so she should name him Ashur Jan.",Grandfather told grandmother that he will be giving him a son on the day of Ashura and he should give him the name Ashur Jan.,65.22,42.06
common_voice_bsk_41989991.wav,The bird shared its entire story with her.,The bird told him his whole story,75.0,57.14
common_voice_bsk_41990003.wav,My father's father was caliph.,My father’s name was Khalipa,60.0,30.0
common_voice_bsk_41990021.wav,"Got it, became happy.","He stood up, picked the bag, and left.",200.0,138.1
common_voice_bsk_41990023.wav,She gave me a gift.,She gave me a gift.,0.0,0.0
common_voice_bsk_41990024.wav,"Get up, I am going.",I am going to sleep,100.0,89.47
common_voice_bsk_41990043.wav,The old woman did not throw stones at the cat.,The old lady hit the cat with a stone,80.0,60.87
common_voice_bsk_41990044.wav,I'm from Hunza.,I am from Hunza.,66.67,13.33
common_voice_bsk_41990060.wav,Do you like bananas?,Do you like bananas?,0.0,0.0
common_voice_bsk_41990061.wav,I will tell her the truth.,I will tell her the truth,16.67,3.85
common_voice_bsk_41990065.wav,Give me that red book.,Give me that red book,20.0,4.55
common_voice_bsk_41990066.wav,The boy cried.,The boy cried,33.33,7.14
common_voice_bsk_41990068.wav,Leave me alone.,Leave us alone,66.67,20.0
common_voice_bsk_41990081.wav,what is the girl doing?,What is the girl doing?,20.0,4.35
common_voice_bsk_41990084.wav,I will go to the party,I will go to the party,0.0,0.0
common_voice_bsk_41990087.wav,this mountainous place itself feels like a place from a story,The place of these mountains is like a place in a story,63.64,52.46
common_voice_bsk_41990088.wav,I did not eat food,I did not eat food,0.0,0.0
common_voice_bsk_41990092.wav,I will drink wine,I will drink wine,0.0,0.0
common_voice_bsk_41990100.wav,I had just eaten rice when Tyler called.,I called Tyler when I was eating.,87.5,62.5
common_voice_bsk_41990102.wav,When are you going home?,When are you going home?,0.0,0.0
common_voice_bsk_41990108.wav,"Generally, in Hunza, children are closer to their father’s parents than to their mother’s parents.",In Hunza children love their paternal grandparents more than their maternal grandparents.,80.0,51.02
common_voice_bsk_41990111.wav,It’s spicy.,It is spicy,150.0,27.27
common_voice_bsk_41990120.wav,I made the bird fly.,I flew the bird,40.0,45.0
common_voice_bsk_41990121.wav,Do you miss?,Are you missing (him/her),100.0,133.33
common_voice_bsk_41990143.wav,I put the child to sleep.,I put the child to sleep,16.67,4.0
common_voice_bsk_41990146.wav,I will not go to the party.,I will not go to the party,14.29,3.7
common_voice_bsk_41990149.wav,It used to always sing love songs before.,He used to sing love songs to his wife.,62.5,46.34
common_voice_bsk_41990154.wav,She is asking us question.,She is asking a question from us.,80.0,38.46
common_voice_bsk_41990156.wav,The wind asked the bird.,The wind asked from the bird,40.0,25.0
common_voice_bsk_41990160.wav,I feel like listening to a rythme/song.,I want to hear a tune,71.43,74.36
common_voice_bsk_41990165.wav,There is one sheep.,There is a sheep,50.0,21.05
common_voice_bsk_41990166.wav,It was hailing.,He was wearing a cap.,133.33,80.0
common_voice_bsk_41990172.wav,Sea buckthorn bushes catches fire easily.,The fire ran to burn the thorn.,116.67,80.49
common_voice_bsk_41990174.wav,Which book?,Which book?,0.0,0.0
common_voice_bsk_41990187.wav,for how many days do you need the room ?,How much is the room for?,80.0,65.0
common_voice_bsk_41990200.wav,When did you come?,When did you come?,0.0,0.0
common_voice_bsk_41990204.wav,The lion has no mane.,There is no one like the sparrow.,140.0,104.76
common_voice_bsk_41990217.wav,I am watching you,I can see you.,75.0,64.71
common_voice_bsk_41990219.wav,One was named Mohd Rafiq and the other was named Mohd Sadiq.,One person’s name was Mohammad Rafiq and the other’s name was Mohammad Sidiq.,75.0,45.0
common_voice_bsk_41990225.wav,It turned into an ocean.,It became like the sea,80.0,70.83
common_voice_bsk_41990231.wav,He made the bird exhausted.,The bird’s heart broke.,100.0,74.07
common_voice_bsk_41990233.wav,The horse disappeared from beneath her.,That horse disappeared from before her.,33.33,17.95
common_voice_bsk_41990241.wav,What is your name?,What is your name?,0.0,0.0
common_voice_bsk_41990245.wav,The book is on the table.,The book is on the table.,0.0,0.0
common_voice_bsk_41990247.wav,The rhythm we heard last night was very good.,The tune we listened to last night was very nice.,44.44,42.22
common_voice_bsk_41990248.wav,Which books do you like?,Which books do you like?,0.0,0.0
common_voice_bsk_41990251.wav,The leopard has no fur.,There is no thaispur.,80.0,65.22
common_voice_bsk_41990253.wav,"The Mir of Hunza gave land in Hunza Karimabad, and one grandfather married in Hunza.",King of Hunza gave land in Hunza Karimabad and one grandfather got married from Hunza.,33.33,19.05
common_voice_bsk_41990267.wav,He fell down.,It fell down.,33.33,15.38
common_voice_bsk_41990274.wav,"In earlier winters, when there was no electricity, people used to gather in one place.","In the past, when there was no electricity, people used to sit together.",40.0,31.4
common_voice_bsk_41990286.wav,Open the door.,open the door.,33.33,7.14
common_voice_bsk_41990295.wav,he had one daughter,He had one daughter.,50.0,10.53
