filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
common_voice_bsk_41989990.wav,"Open the door, mother, we have come from homeland.","Open the door mother, we came from your valley.",open the door mother we have come from homeland,open the door mother we came from your valley,44.44,31.91
common_voice_bsk_41989997.wav,A pigeon perched on my head.,Pigeon sat on my forehead,a pigeon perched on my head,pigeon sat on my forehead,50.0,48.15
common_voice_bsk_41989998.wav,My feet have become very cold.,My feet are cold.,my feet have become very cold,my feet are cold,50.0,48.28
common_voice_bsk_41990002.wav,Sadaf works everyday.,Sadaf works daily.,sadaf works everyday,sadaf works daily,33.33,35.0
common_voice_bsk_41990004.wav,"One day, the bird found some beads.","One day, the bird found some pearls.",one day the bird found some beads,one day the bird found some pearls,14.29,9.09
common_voice_bsk_41990042.wav,"Everyone, come inside.",All of you come inside.,everyone come inside,all of you come inside,100.0,45.0
common_voice_bsk_41990046.wav,Who is she?,Who is she?,who is she,who is she,0.0,0.0
common_voice_bsk_41990049.wav,Stones fall everyday.,The road falls every day.,stones fall everyday,the road falls every day,166.67,50.0
common_voice_bsk_41990055.wav,Should I burn crackling sea buckthorn instead of this wood?,"Should I burn this wood, which burned me, and this nasty, prickly thorn instead?",should i burn crackling sea buckthorn instead of this wood,should i burn this wood which burned me and this nasty prickly thorn instead,100.0,81.03
common_voice_bsk_41990070.wav,They say he had a very beautiful voice.,They told us he had a sweet voice.,they say he had a very beautiful voice,they told us he had a sweet voice,50.0,50.0
common_voice_bsk_41990071.wav,Bring my daughter's name.,Bring my daughter’s name.,bring my daughters name,bring my daughter’s name,25.0,4.35
common_voice_bsk_41990072.wav,Give us one mutton curry and one leafy greens curry.,Give us mutton curry and vegetable curry.,give us one mutton curry and one leafy greens curry,give us mutton curry and vegetable curry,40.0,33.33
common_voice_bsk_41990076.wav,the wind has been blowing since yesterday,It has been windy since yesterday.,the wind has been blowing since yesterday,it has been windy since yesterday,42.86,29.27
common_voice_bsk_41990079.wav,what will he see?,What will he see?,what will he see,what will he see,0.0,0.0
common_voice_bsk_41990087.wav,this mountainous place itself feels like a place from a story,This mountain area itself is like the places from the story.,this mountainous place itself feels like a place from a story,this mountain area itself is like the places from the story,54.55,29.51
common_voice_bsk_41990090.wav,I am listening to a song,I listen to songs,i am listening to a song,i listen to songs,66.67,37.5
common_voice_bsk_41990092.wav,I will drink wine,I will drink wine.,i will drink wine,i will drink wine,0.0,0.0
common_voice_bsk_41990095.wav,One reason my mother’s parents were very close to me was that my father’s parents had passed away before I was born.,"When my mother and father’s marriage was just around the corner, my father and mother had already passed away.",one reason my mother’s parents were very close to me was that my father’s parents had passed away before i was born,when my mother and father’s marriage was just around the corner my father and mother had already passed away,86.36,66.96
common_voice_bsk_41990098.wav,who are you ?,Who are you(plural),who are you,who are youplural,33.33,54.55
common_voice_bsk_41990102.wav,When are you going home?,When will you go home?,when are you going home,when will you go home,40.0,30.43
common_voice_bsk_41990106.wav,Today’s lesson is very difficult.,Today’s lesson is very hard.,today’s lesson is very difficult,today’s lesson is very hard,20.0,28.12
common_voice_bsk_41990110.wav,"He wept, sobbing loudly.",He cried and whined.,he wept sobbing loudly,he cried and whined,75.0,77.27
common_voice_bsk_41990115.wav,The apples are green. ( Literal ),The apples are green,the apples are green literal,the apples are green,20.0,28.57
common_voice_bsk_41990117.wav,She ran after the cat to throw a stone at it.,The running cat went to throw stones at me.,she ran after the cat to throw a stone at it,the running cat went to throw stones at me,72.73,43.18
common_voice_bsk_41990118.wav,Looked at the ocean.,I looked into the river,looked at the ocean,i looked into the river,75.0,52.63
common_voice_bsk_41990125.wav,where were you born ?,Where were you born?,where were you born,where were you born,0.0,0.0
common_voice_bsk_41990128.wav,how much is this camel ?,This camel is for sheep,how much is this camel,this camel is for sheep,80.0,72.73
common_voice_bsk_41990135.wav,I have also told this story to my son,I also told this story to my son.,i have also told this story to my son,i also told this story to my son,11.11,13.51
common_voice_bsk_41990141.wav,The cat said that the lady of this house gives me milk every day.,"The cat said, ‘This house is small, but it gives me food every day.’",the cat said that the lady of this house gives me milk every day,the cat said ‘this house is small but it gives me food every day’,57.14,43.75
common_voice_bsk_41990142.wav,He played the charda (Hunzai rubab) very well and recited munqabats in Persian and Burushaski.,"He spoke to himself very sweetly, and also taught himself to read and write.",he played the charda hunzai rubab very well and recited munqabats in persian and burushaski,he spoke to himself very sweetly and also taught himself to read and write,80.0,68.13
common_voice_bsk_41990143.wav,I put the child to sleep.,I put the child to sleep,i put the child to sleep,i put the child to sleep,0.0,0.0
common_voice_bsk_41990150.wav,He used to eat one child every day,He/It used to eat a child every day,he used to eat one child every day,heit used to eat a child every day,25.0,14.71
common_voice_bsk_41990157.wav,The yushayas( reared livestock to slaughter for winters) meat dried to preserve.,Soup made from dried meat is called espishan.,the yushayas reared livestock to slaughter for winters meat dried to preserve,soup made from dried meat is called espishan,91.67,76.62
common_voice_bsk_41990163.wav,The plane has taken off.,The airplane flew. It is flying.,the plane has taken off,the airplane flew it is flying,100.0,78.26
common_voice_bsk_41990166.wav,It was hailing.,It was hailing.,it was hailing,it was hailing,0.0,0.0
common_voice_bsk_41990173.wav,The hunter went to kill the wolf.,The boy is upset.,the hunter went to kill the wolf,the boy is upset,85.71,78.12
common_voice_bsk_41990174.wav,Which book?,Which book?,which book,which book,0.0,0.0
common_voice_bsk_41990177.wav,The sea buckthorn bushes moved aside after seeing the fire,"Seeing the fire, the thorn bush stepped back.",the sea buckthorn bushes moved aside after seeing the fire,seeing the fire the thorn bush stepped back,100.0,75.86
common_voice_bsk_41990188.wav,he is Sadaf’s brother,He is Sadaf’s brother.,he is sadaf’s brother,he is sadaf’s brother,0.0,0.0
common_voice_bsk_41990189.wav,the donkey works everyday,The donkey works every day.,the donkey works everyday,the donkey works every day,50.0,4.0
common_voice_bsk_41990191.wav,The boy is tired of it.,The boy is sad.,the boy is tired of it,the boy is sad,50.0,45.45
common_voice_bsk_41990198.wav,you broke her heart,You hurt her.,you broke her heart,you hurt her,50.0,52.63
common_voice_bsk_41990204.wav,The lion has no mane.,The Lion has no teeth.,the lion has no mane,the lion has no teeth,20.0,25.0
common_voice_bsk_41990212.wav,The wolf said to himself that he would listen to me.,"The wolf said to itself, “I am tired of you”",the wolf said to himself that he would listen to me,the wolf said to itself “i am tired of you”,63.64,43.14
common_voice_bsk_41990215.wav,Ask one of them a question.,Ask her a question.,ask one of them a question,ask her a question,50.0,34.62
common_voice_bsk_41990216.wav,I told her to boil water.,I told her to boil the water.,i told her to boil water,i told her to boil the water,16.67,16.67
common_voice_bsk_41990217.wav,I am watching you,I can see you.,i am watching you,i can see you,50.0,58.82
common_voice_bsk_41990227.wav,The mountain bread is ready.,The bread is ready.,the mountain bread is ready,the bread is ready,20.0,33.33
common_voice_bsk_41990228.wav,I brush my teeth twice a day.,I brush my teeth twice a day.,i brush my teeth twice a day,i brush my teeth twice a day,0.0,0.0
common_voice_bsk_41990231.wav,He made the bird exhausted.,The bird got breathless.,he made the bird exhausted,the bird got breathless,80.0,69.23
common_voice_bsk_41990239.wav,I hid them.,I hid them.,i hid them,i hid them,0.0,0.0
common_voice_bsk_41990245.wav,The book is on the table.,The book is on the table.,the book is on the table,the book is on the table,0.0,0.0
common_voice_bsk_41990250.wav,He made her cry.,He made her cry,he made her cry,he made her cry,0.0,0.0
common_voice_bsk_41990253.wav,"The Mir of Hunza gave land in Hunza Karimabad, and one grandfather married in Hunza.",The King of Hunza gave them land in Karimabad Hunza and an elderly man got married in Hunza.,the mir of hunza gave land in hunza karimabad and one grandfather married in hunza,the king of hunza gave them land in karimabad hunza and an elderly man got married in hunza,53.33,41.46
common_voice_bsk_41990258.wav,Close the doors when you leave.,Close the doors after leaving.,close the doors when you leave,close the doors after leaving,50.0,36.67
common_voice_bsk_41990261.wav,It’s freezing cold this year.,It is very cold this year.,it’s freezing cold this year,it is very cold this year,60.0,32.14
common_voice_bsk_41990264.wav,Those people listened to me.,They listened to me.,those people listened to me,they listened to me,40.0,33.33
common_voice_bsk_41990268.wav,Where are you going?,Where are you going?,where are you going,where are you going,0.0,0.0
common_voice_bsk_41990282.wav,this is the woman i told you about,The woman I told you about is hers.,this is the woman i told you about,the woman i told you about is hers,50.0,47.06
common_voice_bsk_41990297.wav,Dawdo is being made.,Daodo(s) is getting prepared.,dawdo is being made,daodos is getting prepared,75.0,57.89
common_voice_bsk_41997765.wav,The fire became very angry.,The fire got very angry.,the fire became very angry,the fire got very angry,20.0,23.08
common_voice_bsk_41997775.wav,Forgive me.,Forgive me.,forgive me,forgive me,0.0,0.0
common_voice_bsk_41997822.wav,When were you born?,when were you born?,when were you born,when were you born,0.0,0.0
common_voice_bsk_41997843.wav,I have a severe headache.,my head hurts a lot.,i have a severe headache,my head hurts a lot,100.0,79.17
common_voice_bsk_41997845.wav,Drop me down there.,i will heat it here.,drop me down there,i will heat it here,125.0,72.22
common_voice_bsk_41997858.wav,I walked for 20 minutes.,I walked for twenty minutes.,i walked for 20 minutes,i walked for twenty minutes,20.0,26.09
common_voice_bsk_41997866.wav,I cooked rice with meat.,I cooked meat with rice.,i cooked rice with meat,i cooked meat with rice,40.0,34.78
common_voice_bsk_41997869.wav,No biscuits for me.,No biscuits for me.,no biscuits for me,no biscuits for me,0.0,0.0
common_voice_bsk_41997870.wav,Isn’t there anything cheaper than those?,there is nothing cheaper than that,isn’t there anything cheaper than those,there is nothing cheaper than that,66.67,33.33
common_voice_bsk_41997890.wav,How is your body?,Is your body okay?,how is your body,is your body okay,50.0,56.25
common_voice_bsk_41997934.wav,If you stop it here on the right side.,don’t mess with the rope here.,if you stop it here on the right side,don’t mess with the rope here,88.89,67.57
common_voice_bsk_41997960.wav,i felt very sorry,I’m very sorry,i felt very sorry,i’m very sorry,50.0,29.41
common_voice_bsk_41997970.wav,I ate rice.,I will eat rice.,i ate rice,i will eat rice,66.67,70.0
common_voice_bsk_41997971.wav,there are like ghosts,they are going into the details of everything.,there are like ghosts,they are going into the details of everything,175.0,157.14
common_voice_bsk_41997973.wav,Thank You.,Thank you,thank you,thank you,0.0,0.0
common_voice_bsk_41997980.wav,Dawdo is getting prepared.,daodo(soup) is getting prepared.,dawdo is getting prepared,daodosoup is getting prepared,25.0,20.0
common_voice_bsk_41997983.wav,you came.,You came.,you came,you came,0.0,0.0
common_voice_bsk_41998001.wav,What is the day?,what time is it?,what is the day,what time is it,75.0,60.0
common_voice_bsk_41998023.wav,flowers bloomed.,The flower bloomed.,flowers bloomed,the flower bloomed,100.0,33.33
common_voice_bsk_41998052.wav,Get well Soon.,get well soon,get well soon,get well soon,0.0,0.0
common_voice_bsk_41999369.wav,water also showed him its anger.,even the water showed its anger to him.,water also showed him its anger,even the water showed its anger to him,100.0,70.97
common_voice_bsk_41999374.wav,"no, i will drink it dull.","No, I will drink it plain.",no i will drink it dull,no i will drink it plain,16.67,21.74
common_voice_bsk_41999381.wav,i walk daily,i walk everyday.,i walk daily,i walk everyday,33.33,58.33
common_voice_bsk_41999388.wav,he is a prince.,he is a prince.,he is a prince,he is a prince,0.0,0.0
common_voice_bsk_41999392.wav,it is 400 rupees for a day.,it will be 400 rupees a day.,it is 400 rupees for a day,it will be 400 rupees a day,42.86,38.46
common_voice_bsk_41999397.wav,The bed is beside the small table.,there is a bed near the small table.,the bed is beside the small table,there is a bed near the small table,71.43,30.3
common_voice_bsk_41999400.wav,she got so hungry.,they were very hungry.,she got so hungry,they were very hungry,75.0,58.82
common_voice_bsk_41999409.wav,I will walk.,i will walk.,i will walk,i will walk,0.0,0.0
common_voice_bsk_41999417.wav,how much money do you have?,how much money do you have?,how much money do you have,how much money do you have,0.0,0.0
common_voice_bsk_41999418.wav,I just ate potatoes.,I just ate potatoes.,i just ate potatoes,i just ate potatoes,0.0,0.0
common_voice_bsk_41999419.wav,fire ran to extinguish water.,he ran to extinguish the fire.,fire ran to extinguish water,he ran to extinguish the fire,60.0,35.71
common_voice_bsk_41999427.wav,I drank wine.,I drank wine.,i drank wine,i drank wine,0.0,0.0
common_voice_bsk_41999431.wav,he cried and shouted out loud.,he cried and whined.,he cried and shouted out loud,he cried and whined,50.0,44.83
common_voice_bsk_41999433.wav,where will you be tomorrow?,where will you be tomorrow?,where will you be tomorrow,where will you be tomorrow,0.0,0.0
common_voice_bsk_41999436.wav,Shouldn’t I eat my own healthy bull rather than their skinny bull.,should i not eat a healthy goat instead eating a skinny bull.,shouldn’t i eat my own healthy bull rather than their skinny bull,should i not eat a healthy goat instead eating a skinny bull,66.67,46.15
common_voice_bsk_41999438.wav,close the door.,close the door.,close the door,close the door,0.0,0.0
common_voice_bsk_41999444.wav,I sleep daily.,i used to sleep daily.,i sleep daily,i used to sleep daily,66.67,61.54
common_voice_bsk_41999453.wav,I walked this road before.,i walked this road before.,i walked this road before,i walked this road before,0.0,0.0
common_voice_bsk_41999455.wav,it is heavy like a large rock/ large tree trunk/ large tree roots.,it is heavy as a rock.,it is heavy like a large rock large tree trunk large tree roots,it is heavy as a rock,61.54,69.84
common_voice_bsk_41999459.wav,how much is the rent?,how much is the rent?,how much is the rent,how much is the rent,0.0,0.0
common_voice_bsk_41999463.wav,"Phiti (local Bread, outer part is hard and inner is soft) is ready.",the bread is ready.,phiti local bread outer part is hard and inner is soft is ready,the bread is ready,76.92,74.6
common_voice_bsk_41999668.wav,grandfather told me that he used to see grandmother in every dream.,Grandfather used to say that he always saw grandmother in his dreams.,grandfather told me that he used to see grandmother in every dream,grandfather used to say that he always saw grandmother in his dreams,66.67,36.36
common_voice_bsk_41999671.wav,the fire extinguish,The fire went out.,the fire extinguish,the fire went out,66.67,42.11
common_voice_bsk_41999672.wav,"open the door mother, we came from the upper home country.","Open the door mother, we came from your valley.",open the door mother we came from the upper home country,open the door mother we came from your valley,36.36,32.14
common_voice_bsk_41999695.wav,today is sunday.,Today is Sunday.,today is sunday,today is sunday,0.0,0.0
common_voice_bsk_41999699.wav,keep away from fire.,stay away from fire.,keep away from fire,stay away from fire,25.0,21.05
common_voice_bsk_41999700.wav,The sun has set.,The sun has set.,the sun has set,the sun has set,0.0,0.0
common_voice_bsk_41999702.wav,Give me that red book.,give me that red book,give me that red book,give me that red book,0.0,0.0
common_voice_bsk_41999706.wav,when will you be there?,when will you be there?,when will you be there,when will you be there,0.0,0.0
common_voice_bsk_41999714.wav,may you become 1000 From 1.,take a breath from the door.,may you become 1000 from 1,take a breath from the door,100.0,88.46
common_voice_bsk_41999723.wav,open the door.,Open the door.,open the door,open the door,0.0,0.0
common_voice_bsk_41999724.wav,She was beating the fur.,she was dancing.,she was beating the fur,she was dancing,60.0,52.17
common_voice_bsk_41999753.wav,Would you like to drink tea or a bottle/cold drink?,will you drink tea or a bottle?,would you like to drink tea or a bottlecold drink,will you drink tea or a bottle,50.0,42.86
common_voice_bsk_41999755.wav,today I walked.,I walked today.,today i walked,i walked today,66.67,85.71
common_voice_bsk_41999760.wav,donkey sleeps everyday.,the donkey sleeps everyday.,donkey sleeps everyday,the donkey sleeps everyday,33.33,18.18
common_voice_bsk_41999790.wav,Don't rush.,don’t rush.,dont rush,don’t rush,50.0,11.11
common_voice_bsk_41999795.wav,she was with a baby,she was pregnant.,she was with a baby,she was pregnant,60.0,52.63
common_voice_bsk_41999796.wav,you look tired.,you look tired,you look tired,you look tired,0.0,0.0
common_voice_bsk_41999797.wav,we make noodle soup (dawdo) during winters.,We make soup using dried meat from animals we slaughter ourselves.,we make noodle soup dawdo during winters,we make soup using dried meat from animals we slaughter ourselves,128.57,112.5
common_voice_bsk_41999810.wav,he moved away.,He moved.,he moved away,he moved,33.33,38.46
common_voice_bsk_41999817.wav,it came on that house’s roof and shouted a lot.,he came to the roof of the house and shouted loudly.,it came on that house’s roof and shouted a lot,he came to the roof of the house and shouted loudly,90.0,56.52
common_voice_bsk_41999832.wav,your brother is kissing you.,your brother is kissing you.,your brother is kissing you,your brother is kissing you,0.0,0.0
common_voice_bsk_41999854.wav,she placed the tortilla on the pan.,She put the child to sleep on the bed.,she placed the tortilla on the pan,she put the child to sleep on the bed,71.43,55.88
common_voice_bsk_41999856.wav,Go be thankful to the rat.,he went and begged the mouse,go be thankful to the rat,he went and begged the mouse,83.33,72.0
common_voice_bsk_41999861.wav,it has started to rain,It has started raining.,it has started to rain,it has started raining,40.0,27.27
common_voice_bsk_41999865.wav,My back hurts,The donkey went away.,my back hurts,the donkey went away,133.33,123.08
common_voice_bsk_41999867.wav,i work everyday,I work daily.,i work everyday,i work daily,33.33,46.67
common_voice_bsk_41999871.wav,My house is bigger than yours.,my house is much bigger than your house,my house is bigger than yours,my house is much bigger than your house,50.0,34.48
common_voice_bsk_41999881.wav,she rode the horse,She hopped on the horse.,she rode the horse,she hopped on the horse,50.0,38.89
common_voice_bsk_41999899.wav,it has gotten dark here.,it is dark outside.,it has gotten dark here,it is dark outside,60.0,65.22
common_voice_bsk_41999920.wav,when he looked he saw water flowing in the canals,he saw water running at a stream,when he looked he saw water flowing in the canals,he saw water running at a stream,70.0,61.22
common_voice_bsk_41999930.wav,The water overflowed through the glass.,"water, ran out of the glass",the water overflowed through the glass,water ran out of the glass,66.67,50.0
common_voice_bsk_41999950.wav,there are 2 sheeps,There are two sheeps,there are 2 sheeps,there are two sheeps,25.0,16.67
common_voice_bsk_41999954.wav,Shiri Madat was a cruel king,Shiribadat was a very cruel king,shiri madat was a cruel king,shiribadat was a very cruel king,50.0,25.0
common_voice_bsk_41999964.wav,these men came yesterday,these men came yesterday.,these men came yesterday,these men came yesterday,0.0,0.0
common_voice_bsk_41999966.wav,Its is freezing cold,it is freezing cold.,its is freezing cold,it is freezing cold,25.0,5.0
common_voice_bsk_41999978.wav,I was walking when tyler called.,i was walking when Tyler called me.,i was walking when tyler called,i was walking when tyler called me,16.67,9.68
common_voice_bsk_41999981.wav,close the doors when leaving,close the doors after leaving,close the doors when leaving,close the doors after leaving,20.0,14.29
common_voice_bsk_41999982.wav,Its 9:00,It is 9 o’clock.,its 900,it is 9 o’clock,200.0,142.86
common_voice_bsk_41999988.wav,the woman has no teeth,the woman has no teeth.,the woman has no teeth,the woman has no teeth,0.0,0.0
common_voice_bsk_41999996.wav,what is your name?,What is your name?,what is your name,what is your name,0.0,0.0
common_voice_bsk_42000006.wav,Micheal is a very good boy among all.,Michael is better than all the boys.,micheal is a very good boy among all,michael is better than all the boys,87.5,63.89
common_voice_bsk_42000017.wav,its my younger brothers wedding,It’s my younger brother’s wedding.,its my younger brothers wedding,it’s my younger brother’s wedding,40.0,6.45
common_voice_bsk_42000019.wav,she is my wife,she is my wife.,she is my wife,she is my wife,0.0,0.0
common_voice_bsk_42000021.wav,Do your nails.,Give her the horse.,do your nails,give her the horse,133.33,115.38
common_voice_bsk_42000022.wav,iam eating potatoes right now.,I now eat potatoes.,iam eating potatoes right now,i now eat potatoes,100.0,58.62
common_voice_bsk_42000023.wav,where are you from? Where are you all from?,where are you from?,where are you from where are you all from,where are you from,55.56,56.1
common_voice_bsk_42000026.wav,Im bored here/ Im not entertained here,i don’t get along here,im bored here im not entertained here,i don’t get along here,85.71,64.86
common_voice_bsk_42000027.wav,piyar teaches us burushaski,he is giving us free bread,piyar teaches us burushaski,he is giving us free bread,125.0,81.48
common_voice_bsk_42000039.wav,I'm eating rice.,I do eat rice.,im eating rice,i do eat rice,100.0,42.86
common_voice_bsk_42000054.wav,what do you like to eat?,what do you like to eat?,what do you like to eat,what do you like to eat,0.0,0.0
common_voice_bsk_42000056.wav,its too expensive,it is too expensive.,its too expensive,it is too expensive,66.67,11.76
common_voice_bsk_42010239.wav,Is he your friend?,Is he your friend?,is he your friend,is he your friend,0.0,0.0
common_voice_bsk_42010243.wav,I am awake.,I am awake.,i am awake,i am awake,0.0,0.0
common_voice_bsk_42010252.wav,A child was born,A baby is born.,a child was born,a baby is born,50.0,43.75
common_voice_bsk_42010253.wav,tell her the truth,Tell her the truth.,tell her the truth,tell her the truth,0.0,0.0
common_voice_bsk_42010256.wav,Today is a full moon.,Today is a full moon,today is a full moon,today is a full moon,0.0,0.0
common_voice_bsk_42010284.wav,The woman I told you about is her.,The woman I told you about is hers.,the woman i told you about is her,the woman i told you about is hers,12.5,3.03
common_voice_bsk_42010285.wav,when we were in Karachi we met our friends,"When we were in Karachi, we saw our friends.",when we were in karachi we met our friends,when we were in karachi we saw our friends,11.11,7.14
common_voice_bsk_42010300.wav,She baked the bread.,She baked the bread.,she baked the bread,she baked the bread,0.0,0.0
common_voice_bsk_42010301.wav,I am feeling hungry.,I am hungry.,i am feeling hungry,i am hungry,25.0,42.11
common_voice_bsk_42010313.wav,Its midnight,It’s midnight/the middle of the night.,its midnight,it’s midnightthe middle of the night,300.0,200.0
common_voice_bsk_42010324.wav,I am feeling cold,I’m feeling cold.,i am feeling cold,i’m feeling cold,50.0,11.76
common_voice_bsk_42010369.wav,The sun had risen up.,The sun is out.,the sun had risen up,the sun is out,60.0,45.0
common_voice_bsk_42010384.wav,Did you tear it?,You tear it?,did you tear it,you tear it,25.0,26.67
common_voice_bsk_42010387.wav,It's freezing cold.,Its freezing cold,its freezing cold,its freezing cold,0.0,0.0
common_voice_bsk_42010408.wav,The butter melted.,butter melted.,the butter melted,butter melted,33.33,23.53
common_voice_bsk_42010421.wav,I'm going to Hunza.,I left for Hunza.,im going to hunza,i left for hunza,75.0,47.06
common_voice_bsk_42010424.wav,A grain of rice fell down,A grain of rice fell off.,a grain of rice fell down,a grain of rice fell off,16.67,12.0
common_voice_bsk_42010429.wav,"Oh wolf please eat this bull, it's not drinking the water.","Dear wolf, eat that bull, that water is cold.",oh wolf please eat this bull its not drinking the water,dear wolf eat that bull that water is cold,72.73,61.82
common_voice_bsk_42028462.wav,Drink green tea in winters.,drink green tea in cold weather.,drink green tea in winters,drink green tea in cold weather,40.0,34.62
common_voice_bsk_42028464.wav,Today is sunday,Today is Sunday.,today is sunday,today is sunday,0.0,0.0
common_voice_bsk_42028504.wav,Im leaving,I am going now.,im leaving,i am going now,200.0,100.0
common_voice_bsk_42028506.wav,Their parents let them go to school.,"Every day, their mother and father would take them to school.",their parents let them go to school,every day their mother and father would take them to school,114.29,100.0
common_voice_bsk_42028529.wav,I walk daily.,I walk every day.,i walk daily,i walk every day,66.67,66.67
common_voice_bsk_42028563.wav,Both were siblings.,There were two girls.,both were siblings,there were two girls,100.0,66.67
common_voice_bsk_42028564.wav,It is snowing.,Its snowing.,it is snowing,its snowing,66.67,15.38
common_voice_bsk_42028566.wav,They are here.,they are here,they are here,they are here,0.0,0.0
common_voice_bsk_42028574.wav,Potato is baked.,Potato is cooked.,potato is baked,potato is cooked,33.33,20.0
common_voice_bsk_42028589.wav,When will I come there?,When should I come there?,when will i come there,when should i come there,20.0,22.73
common_voice_bsk_42028632.wav,These men arrived yesterday.,these men came yesterday.,these men arrived yesterday,these men came yesterday,25.0,22.22
common_voice_bsk_42028637.wav,The water is boiling.,water is boiling.,the water is boiling,water is boiling,25.0,20.0
common_voice_bsk_42028640.wav,Was there a call for me?,Did I get a call?,was there a call for me,did i get a call,83.33,65.22
common_voice_bsk_42028643.wav,My back is hurting.,My eyes opened.,my back is hurting,my eyes opened,75.0,72.22
common_voice_bsk_42028647.wav,Divide these among yourselves.,Distribute these amongst yourselves.,divide these among yourselves,distribute these amongst yourselves,50.0,27.59
common_voice_bsk_42028649.wav,He is feeling homesick.,He is missing home.,he is feeling homesick,he is missing home,50.0,36.36
common_voice_bsk_42028652.wav,My mothers makes the food for me.,My mother is preparing dinner for me.,my mothers makes the food for me,my mother is preparing dinner for me,57.14,53.12
common_voice_bsk_42028797.wav,The boy is studying,The boy is studying.,the boy is studying,the boy is studying,0.0,0.0
common_voice_bsk_42028799.wav,"I have to water my forests, fields, and people.",I put water on the maid for my son and daughter.,i have to water my forests fields and people,i put water on the maid for my son and daughter,100.0,70.45
common_voice_bsk_42028808.wav,Congratulations,Congratulations!,congratulations,congratulations,0.0,0.0
common_voice_bsk_42028816.wav,Would you like to have tea or a cold drink?,If you drink tea you drink a bottle.,would you like to have tea or a cold drink,if you drink tea you drink a bottle,80.0,71.43
common_voice_bsk_42028819.wav,I drink water.,I drank water.,i drink water,i drank water,33.33,7.69
common_voice_bsk_42028820.wav,The food prepared was tasty.,It was a very tasty dish.,the food prepared was tasty,it was a very tasty dish,100.0,77.78
common_voice_bsk_42028822.wav,It is mid-night.,It’s midnight/the middle of the night.,it is midnight,it’s midnightthe middle of the night,200.0,164.29
common_voice_bsk_42028835.wav,She rides that horse.,She mounted that horse.,she rides that horse,she mounted that horse,25.0,30.0
common_voice_bsk_42028844.wav,"I really like the butter, she keeps the butter for me in her box.","I love butter so much, and she always used to keep butter for me in her box.",i really like the butter she keeps the butter for me in her box,i love butter so much and she always used to keep butter for me in her box,64.29,57.14
common_voice_bsk_42028849.wav,I am eating potatoes.,I am eating potatoes.,i am eating potatoes,i am eating potatoes,0.0,0.0
common_voice_bsk_42029191.wav,It is beyond my thinking.,It is beyond my thinking.,it is beyond my thinking,it is beyond my thinking,0.0,0.0
common_voice_bsk_42029213.wav,I have a coin.,I have a rupee.,i have a coin,i have a rupee,25.0,38.46
common_voice_bsk_42029224.wav,People were too afraid of him.,People were scared of him,people were too afraid of him,people were scared of him,33.33,24.14
common_voice_bsk_42029225.wav,The page in my hand has torn.,The leaf in my hand tore apart.,the page in my hand has torn,the leaf in my hand tore apart,42.86,42.86
common_voice_bsk_42029227.wav,It is 9 o’clock.,It is 9 o’clock.,it is 9 o’clock,it is 9 o’clock,0.0,0.0
common_voice_bsk_42029229.wav,He felt very sad.,The bird felt very bad,he felt very sad,the bird felt very bad,75.0,43.75
common_voice_bsk_42029245.wav,It is too cold.,It is very cold,it is too cold,it is very cold,25.0,28.57
common_voice_bsk_42029246.wav,He came at dawn yesterday.,He came in the dark.,he came at dawn yesterday,he came in the dark,60.0,52.0
common_voice_bsk_42029260.wav,The lady that I talked about to you is this.,This is the woman I told you about.,the lady that i talked about to you is this,this is the woman i told you about,90.0,67.44
common_voice_bsk_42029268.wav,I am giving him fifty rupees.,I give him fifty rupees.,i am giving him fifty rupees,i give him fifty rupees,33.33,21.43
common_voice_bsk_42029283.wav,I am going to tell her the truth.,i will tell her the truth.,i am going to tell her the truth,i will tell her the truth,37.5,31.25
common_voice_bsk_42029331.wav,I made him cry.,I made him cry,i made him cry,i made him cry,0.0,0.0
common_voice_bsk_42029385.wav,It is afternoon.,It has got noon.,it is afternoon,it has got noon,100.0,40.0
common_voice_bsk_42029394.wav,On you I have a debt of hundred rupees.,I have a 100 rupees loan on you.,on you i have a debt of hundred rupees,i have a 100 rupees loan on you,77.78,73.68
common_voice_bsk_42029401.wav,You hide from me.,You hid from me.,you hide from me,you hid from me,25.0,6.25
common_voice_bsk_42029416.wav,Did you have dinner in the evening?,Did you have dinner?,did you have dinner in the evening,did you have dinner,42.86,44.12
common_voice_bsk_42029421.wav,You hurt her.,You hurt her.,you hurt her,you hurt her,0.0,0.0
common_voice_bsk_42029424.wav,It has gone that way.,It is that way.,it has gone that way,it is that way,40.0,35.0
common_voice_bsk_42029430.wav,Wash clothes.,Wash the clothes!,wash clothes,wash the clothes,50.0,33.33
common_voice_bsk_42029433.wav,Are you awake?,Are you up/awake?,are you awake,are you upawake,33.33,15.38
common_voice_bsk_42029438.wav,How are you?,How are you?,how are you,how are you,0.0,0.0
common_voice_bsk_42029448.wav,They cost fifteen rupees.,There are 15.,they cost fifteen rupees,there are 15,100.0,75.0
common_voice_bsk_42029461.wav,Pyaar is teaching us Burushaski.,"He loves us, and does everything for us.",pyaar is teaching us burushaski,he loves us and does everything for us,160.0,103.23
common_voice_bsk_42029463.wav,You speak.,You tell.,you speak,you tell,50.0,44.44
common_voice_bsk_42029487.wav,Stand up.,Stand up!,stand up,stand up,0.0,0.0
