filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
common_voice_bsk_41990166.wav,It was hailing.,He was a girl.,it was hailing,he was a girl,100.0,50.0
common_voice_bsk_41990173.wav,The hunter went to kill the wolf.,Daruchski was very expensive.,the hunter went to kill the wolf,daruchski was very expensive,100.0,87.5
common_voice_bsk_41990174.wav,Which book?,Which book?,which book,which book,0.0,0.0
common_voice_bsk_41990177.wav,The sea buckthorn bushes moved aside after seeing the fire,The thorn bush got stuck.,the sea buckthorn bushes moved aside after seeing the fire,the thorn bush got stuck,90.0,65.52
common_voice_bsk_41990188.wav,he is Sadaf’s brother,He is Sadaf's brother.,he is sadaf’s brother,he is sadafs brother,25.0,4.76
common_voice_bsk_41990189.wav,the donkey works everyday,The donkey works every day.,the donkey works everyday,the donkey works every day,50.0,4.0
common_voice_bsk_41990191.wav,The boy is tired of it.,The boy is sad.,the boy is tired of it,the boy is sad,50.0,45.45
common_voice_bsk_41990198.wav,you broke her heart,You made her cry.,you broke her heart,you made her cry,50.0,42.11
common_voice_bsk_41990204.wav,The lion has no mane.,The goat has no teeth.,the lion has no mane,the goat has no teeth,40.0,45.0
common_voice_bsk_41990212.wav,The wolf said to himself that he would listen to me.,The wolf made my belly button up.,the wolf said to himself that he would listen to me,the wolf made my belly button up,81.82,60.78
common_voice_bsk_41990215.wav,Ask one of them a question.,She is asking a question.,ask one of them a question,she is asking a question,66.67,50.0
common_voice_bsk_41990216.wav,I told her to boil water.,I made him drink water.,i told her to boil water,i made him drink water,66.67,54.17
common_voice_bsk_41990217.wav,I am watching you,I can see you.,i am watching you,i can see you,50.0,58.82
common_voice_bsk_41990227.wav,The mountain bread is ready.,The bread is ready.,the mountain bread is ready,the bread is ready,20.0,33.33
common_voice_bsk_41990228.wav,I brush my teeth twice a day.,I brush my teeth twice a day.,i brush my teeth twice a day,i brush my teeth twice a day,0.0,0.0
common_voice_bsk_41990231.wav,He made the bird exhausted.,The bird’s heart broke.,he made the bird exhausted,the bird’s heart broke,100.0,73.08
common_voice_bsk_41990239.wav,I hid them.,I will break that pot.,i hid them,i will break that pot,133.33,150.0
common_voice_bsk_41990245.wav,The book is on the table.,The book is on the table.,the book is on the table,the book is on the table,0.0,0.0
common_voice_bsk_41990250.wav,He made her cry.,He made her cry.,he made her cry,he made her cry,0.0,0.0
common_voice_bsk_41990253.wav,"The Mir of Hunza gave land in Hunza Karimabad, and one grandfather married in Hunza.","Hunza also sang and danced in the river, while their grandfather sang and danced.",the mir of hunza gave land in hunza karimabad and one grandfather married in hunza,hunza also sang and danced in the river while their grandfather sang and danced,86.67,64.63
common_voice_bsk_41990258.wav,Close the doors when you leave.,The door was opened by the women.,close the doors when you leave,the door was opened by the women,116.67,76.67
common_voice_bsk_41990261.wav,It’s freezing cold this year.,This log of wood is as thick as a rope.,it’s freezing cold this year,this log of wood is as thick as a rope,200.0,100.0
common_voice_bsk_41990264.wav,Those people listened to me.,They listened to me.,those people listened to me,they listened to me,40.0,33.33
common_voice_bsk_41990268.wav,Where are you going?,where are you going?,where are you going,where are you going,0.0,0.0
common_voice_bsk_41990282.wav,this is the woman i told you about,I was wondering when she would come.,this is the woman i told you about,i was wondering when she would come,100.0,85.29
common_voice_bsk_41990297.wav,Dawdo is being made.,It is still raining.,dawdo is being made,it is still raining,75.0,78.95
common_voice_bsk_41997765.wav,The fire became very angry.,The fire burned very much.,the fire became very angry,the fire burned very much,40.0,38.46
common_voice_bsk_41997775.wav,Forgive me.,I am sorry.,forgive me,i am sorry,150.0,100.0
common_voice_bsk_41997822.wav,When were you born?,when were you born?,when were you born,when were you born,0.0,0.0
common_voice_bsk_41997843.wav,I have a severe headache.,Its a lot of hair.,i have a severe headache,its a lot of hair,100.0,70.83
common_voice_bsk_41997845.wav,Drop me down there.,I will give you ten.,drop me down there,i will give you ten,125.0,83.33
common_voice_bsk_41997858.wav,I walked for 20 minutes.,I walked for 20 minutes.,i walked for 20 minutes,i walked for 20 minutes,0.0,0.0
common_voice_bsk_41997866.wav,I cooked rice with meat.,I will put the meat in the rice.,i cooked rice with meat,i will put the meat in the rice,120.0,100.0
common_voice_bsk_41997869.wav,No biscuits for me.,Do I have biscuits?,no biscuits for me,do i have biscuits,100.0,83.33
common_voice_bsk_41997870.wav,Isn’t there anything cheaper than those?,There is no room other than that.,isn’t there anything cheaper than those,there is no room other than that,100.0,58.97
common_voice_bsk_41997890.wav,How is your body?,Are you feeling better now?,how is your body,are you feeling better now,125.0,125.0
common_voice_bsk_41997934.wav,If you stop it here on the right side.,I will cut the meat with a knife.,if you stop it here on the right side,i will cut the meat with a knife,100.0,67.57
common_voice_bsk_41997960.wav,i felt very sorry,I felt very sorry.,i felt very sorry,i felt very sorry,0.0,0.0
common_voice_bsk_41997970.wav,I ate rice.,I ate rice.,i ate rice,i ate rice,0.0,0.0
common_voice_bsk_41997971.wav,there are like ghosts,They are small children.,there are like ghosts,they are small children,75.0,66.67
common_voice_bsk_41997973.wav,Thank You.,"Thank you, my dear.",thank you,thank you my dear,100.0,88.89
common_voice_bsk_41997980.wav,Dawdo is getting prepared.,The Dawoodo is getting cooked.,dawdo is getting prepared,the dawoodo is getting cooked,75.0,48.0
common_voice_bsk_41997983.wav,you came.,Come here.,you came,come here,100.0,75.0
common_voice_bsk_41998001.wav,What is the day?,What is the key?,what is the day,what is the key,25.0,13.33
common_voice_bsk_41998023.wav,flowers bloomed.,The smell made the heart ache.,flowers bloomed,the smell made the heart ache,300.0,173.33
common_voice_bsk_41998052.wav,Get well Soon.,You will get it soon.,get well soon,you will get it soon,100.0,84.62
common_voice_bsk_41999369.wav,water also showed him its anger.,The water made the air smell good.,water also showed him its anger,the water made the air smell good,100.0,74.19
common_voice_bsk_41999374.wav,"no, i will drink it dull.","No, I will drink it by myself.",no i will drink it dull,no i will drink it by myself,33.33,34.78
common_voice_bsk_41999381.wav,i walk daily,I walk a lot.,i walk daily,i walk a lot,66.67,33.33
common_voice_bsk_41999388.wav,he is a prince.,He is a prince.,he is a prince,he is a prince,0.0,0.0
common_voice_bsk_41999392.wav,it is 400 rupees for a day.,rupees for one day.,it is 400 rupees for a day,rupees for one day,57.14,50.0
common_voice_bsk_41999397.wav,The bed is beside the small table.,The bed is next to the small table.,the bed is beside the small table,the bed is next to the small table,28.57,18.18
common_voice_bsk_41999400.wav,she got so hungry.,They were very tall.,she got so hungry,they were very tall,100.0,88.24
common_voice_bsk_41999409.wav,I will walk.,I will walk.,i will walk,i will walk,0.0,0.0
common_voice_bsk_41999417.wav,how much money do you have?,How much money do you have?,how much money do you have,how much money do you have,0.0,0.0
common_voice_bsk_41999418.wav,I just ate potatoes.,I ate a lot of potatoes.,i just ate potatoes,i ate a lot of potatoes,100.0,52.63
common_voice_bsk_41999419.wav,fire ran to extinguish water.,The water flows from the water.,fire ran to extinguish water,the water flows from the water,100.0,71.43
common_voice_bsk_41999427.wav,I drank wine.,I drank alcohol.,i drank wine,i drank alcohol,33.33,58.33
common_voice_bsk_41999431.wav,he cried and shouted out loud.,He cried and shouted.,he cried and shouted out loud,he cried and shouted,33.33,31.03
common_voice_bsk_41999433.wav,where will you be tomorrow?,Where will you be tomorrow?,where will you be tomorrow,where will you be tomorrow,0.0,0.0
common_voice_bsk_41999436.wav,Shouldn’t I eat my own healthy bull rather than their skinny bull.,"I made this horse eat the horse, and that horse ate the horse.",shouldn’t i eat my own healthy bull rather than their skinny bull,i made this horse eat the horse and that horse ate the horse,108.33,76.92
common_voice_bsk_41999438.wav,close the door.,Close the door.,close the door,close the door,0.0,0.0
common_voice_bsk_41999444.wav,I sleep daily.,I used to sleep every day.,i sleep daily,i used to sleep every day,133.33,123.08
common_voice_bsk_41999453.wav,I walked this road before.,I am walking to the village.,i walked this road before,i am walking to the village,100.0,76.0
common_voice_bsk_41999455.wav,it is heavy like a large rock/ large tree trunk/ large tree roots.,It is heavy as a rock.,it is heavy like a large rock large tree trunk large tree roots,it is heavy as a rock,61.54,69.84
common_voice_bsk_41999459.wav,how much is the rent?,How much is the rent?,how much is the rent,how much is the rent,0.0,0.0
common_voice_bsk_41999463.wav,"Phiti (local Bread, outer part is hard and inner is soft) is ready.",The bread is ready.,phiti local bread outer part is hard and inner is soft is ready,the bread is ready,76.92,74.6
common_voice_bsk_41999668.wav,grandfather told me that he used to see grandmother in every dream.,Grandpa used to say that he always saw his father in his dreams.,grandfather told me that he used to see grandmother in every dream,grandpa used to say that he always saw his father in his dreams,83.33,48.48
common_voice_bsk_41999671.wav,the fire extinguish,Putami,the fire extinguish,putami,100.0,89.47
common_voice_bsk_41999672.wav,"open the door mother, we came from the upper home country.","We came from our homeland, mother.",open the door mother we came from the upper home country,we came from our homeland mother,72.73,66.07
common_voice_bsk_41999695.wav,today is sunday.,Today is Sunday.,today is sunday,today is sunday,0.0,0.0
common_voice_bsk_41999699.wav,keep away from fire.,Stay away from fire.,keep away from fire,stay away from fire,25.0,21.05
common_voice_bsk_41999700.wav,The sun has set.,The sun has set.,the sun has set,the sun has set,0.0,0.0
common_voice_bsk_41999702.wav,Give me that red book.,Give me that red book.,give me that red book,give me that red book,0.0,0.0
common_voice_bsk_41999706.wav,when will you be there?,When will you be there?,when will you be there,when will you be there,0.0,0.0
common_voice_bsk_41999714.wav,may you become 1000 From 1.,you are better than a bird.,may you become 1000 from 1,you are better than a bird,100.0,76.92
common_voice_bsk_41999723.wav,open the door.,Open the door.,open the door,open the door,0.0,0.0
common_voice_bsk_41999724.wav,She was beating the fur.,She (not here) saw a sheep.,she was beating the fur,she not here saw a sheep,100.0,73.91
common_voice_bsk_41999753.wav,Would you like to drink tea or a bottle/cold drink?,Do you have a bottle of tea?,would you like to drink tea or a bottlecold drink,do you have a bottle of tea,90.0,63.27
common_voice_bsk_41999755.wav,today I walked.,I walked today.,today i walked,i walked today,66.67,85.71
common_voice_bsk_41999760.wav,donkey sleeps everyday.,The donkey sleeps every day.,donkey sleeps everyday,the donkey sleeps every day,100.0,22.73
common_voice_bsk_41999790.wav,Don't rush.,Acharao(not here) oman.,dont rush,acharaonot here oman,150.0,166.67
common_voice_bsk_41999795.wav,she was with a baby,She was a daughter.,she was with a baby,she was a daughter,40.0,57.89
common_voice_bsk_41999796.wav,you look tired.,You are mistaken.,you look tired,you are mistaken,66.67,71.43
common_voice_bsk_41999797.wav,we make noodle soup (dawdo) during winters.,Yusha has cooked food for her brother.,we make noodle soup dawdo during winters,yusha has cooked food for her brother,100.0,75.0
common_voice_bsk_41999810.wav,he moved away.,He went away.,he moved away,he went away,33.33,38.46
common_voice_bsk_41999817.wav,it came on that house’s roof and shouted a lot.,It gave birth to a baby elephant.,it came on that house’s roof and shouted a lot,it gave birth to a baby elephant,90.0,65.22
common_voice_bsk_41999832.wav,your brother is kissing you.,you are mistaken by your own friends.,your brother is kissing you,you are mistaken by your own friends,140.0,96.3
common_voice_bsk_41999854.wav,she placed the tortilla on the pan.,She gave birth to a boy.,she placed the tortilla on the pan,she gave birth to a boy,85.71,64.71
common_voice_bsk_41999856.wav,Go be thankful to the rat.,He blamed himself for the mistake.,go be thankful to the rat,he blamed himself for the mistake,83.33,84.0
common_voice_bsk_41999861.wav,it has started to rain,It is raining.,it has started to rain,it is raining,80.0,68.18
common_voice_bsk_41999865.wav,My back hurts,The light turned off.,my back hurts,the light turned off,133.33,123.08
common_voice_bsk_41999867.wav,i work everyday,I work everyday.,i work everyday,i work everyday,0.0,0.0
common_voice_bsk_41999871.wav,My house is bigger than yours.,I love your house.,my house is bigger than yours,i love your house,100.0,68.97
common_voice_bsk_41999881.wav,she rode the horse,"She stood up, picked the bag, and left.",she rode the horse,she stood up picked the bag and left,150.0,127.78
common_voice_bsk_41999899.wav,it has gotten dark here.,it is closed outside.,it has gotten dark here,it is closed outside,80.0,65.22
common_voice_bsk_41999920.wav,when he looked he saw water flowing in the canals,He (right here) saw that the goat is walking with a stick.,when he looked he saw water flowing in the canals,he right here saw that the goat is walking with a stick,110.0,79.59
common_voice_bsk_41999930.wav,The water overflowed through the glass.,"Water, the glass will be spilled over the whole.",the water overflowed through the glass,water the glass will be spilled over the whole,116.67,89.47
common_voice_bsk_41999950.wav,there are 2 sheeps,There are two sheeps.,there are 2 sheeps,there are two sheeps,25.0,16.67
common_voice_bsk_41999954.wav,Shiri Madat was a cruel king,Shiri badat was a very cruel king.,shiri madat was a cruel king,shiri badat was a very cruel king,33.33,21.43
common_voice_bsk_41999964.wav,these men came yesterday,These men came yesterday.,these men came yesterday,these men came yesterday,0.0,0.0
common_voice_bsk_41999966.wav,Its is freezing cold,The girl was scared of the wolf.,its is freezing cold,the girl was scared of the wolf,175.0,110.0
common_voice_bsk_41999978.wav,I was walking when tyler called.,Tyler called you were walking with me.,i was walking when tyler called,tyler called you were walking with me,116.67,93.55
common_voice_bsk_41999981.wav,close the doors when leaving,Close the doors while leaving.,close the doors when leaving,close the doors while leaving,20.0,10.71
common_voice_bsk_41999982.wav,Its 9:00,It is 9 o'clock.,its 900,it is 9 oclock,200.0,128.57
common_voice_bsk_41999988.wav,the woman has no teeth,The woman is not a mother.,the woman has no teeth,the woman is not a mother,80.0,40.91
common_voice_bsk_41999996.wav,what is your name?,What is this?,what is your name,what is this,50.0,52.94
common_voice_bsk_42000006.wav,Micheal is a very good boy among all.,Michael is better than all the boys.,micheal is a very good boy among all,michael is better than all the boys,87.5,63.89
common_voice_bsk_42000017.wav,its my younger brothers wedding,The small house is big.,its my younger brothers wedding,the small house is big,100.0,74.19
common_voice_bsk_42000019.wav,she is my wife,She is my wife.,she is my wife,she is my wife,0.0,0.0
common_voice_bsk_42000021.wav,Do your nails.,The rules must be followed.,do your nails,the rules must be followed,166.67,169.23
common_voice_bsk_42000022.wav,iam eating potatoes right now.,I am eating potatoes now.,iam eating potatoes right now,i am eating potatoes now,60.0,24.14
common_voice_bsk_42000023.wav,where are you from? Where are you all from?,where are you from?,where are you from where are you all from,where are you from,55.56,56.1
common_voice_bsk_42000026.wav,Im bored here/ Im not entertained here,I have no time here.,im bored here im not entertained here,i have no time here,85.71,56.76
common_voice_bsk_42000027.wav,piyar teaches us burushaski,Piyar is for brush.,piyar teaches us burushaski,piyar is for brush,75.0,51.85
common_voice_bsk_42000039.wav,I'm eating rice.,I am eating rice.,im eating rice,i am eating rice,66.67,14.29
common_voice_bsk_42000054.wav,what do you like to eat?,What do you like to eat?,what do you like to eat,what do you like to eat,0.0,0.0
common_voice_bsk_42000056.wav,its too expensive,It is very expensive.,its too expensive,it is very expensive,100.0,35.29
common_voice_bsk_42010239.wav,Is he your friend?,He is your friend.,is he your friend,he is your friend,50.0,23.53
common_voice_bsk_42010243.wav,I am awake.,I am listening.,i am awake,i am listening,33.33,80.0
common_voice_bsk_42010252.wav,A child was born,A child was born.,a child was born,a child was born,0.0,0.0
common_voice_bsk_42010253.wav,tell her the truth,You must not move now.,tell her the truth,you must not move now,125.0,105.56
common_voice_bsk_42010256.wav,Today is a full moon.,It is raining so I will go to the field.,today is a full moon,it is raining so i will go to the field,180.0,140.0
common_voice_bsk_42010284.wav,The woman I told you about is her.,I was told by my husband that she is a girl.,the woman i told you about is her,i was told by my husband that she is a girl,125.0,93.94
common_voice_bsk_42010285.wav,when we were in Karachi we met our friends,"In Karachi, we used to meet our friends.",when we were in karachi we met our friends,in karachi we used to meet our friends,66.67,52.38
common_voice_bsk_42010300.wav,She baked the bread.,She baked the bread.,she baked the bread,she baked the bread,0.0,0.0
common_voice_bsk_42010301.wav,I am feeling hungry.,I am hungry.,i am feeling hungry,i am hungry,25.0,42.11
common_voice_bsk_42010313.wav,Its midnight,The ball is rolled.,its midnight,the ball is rolled,200.0,133.33
common_voice_bsk_42010324.wav,I am feeling cold,I am feeling cold.,i am feeling cold,i am feeling cold,0.0,0.0
common_voice_bsk_42010369.wav,The sun had risen up.,The sun is out.,the sun had risen up,the sun is out,60.0,45.0
common_voice_bsk_42010384.wav,Did you tear it?,You tore it?,did you tear it,you tore it,50.0,46.67
common_voice_bsk_42010387.wav,It's freezing cold.,Its freezing cold.,its freezing cold,its freezing cold,0.0,0.0
common_voice_bsk_42010408.wav,The butter melted.,The joke made me laugh.,the butter melted,the joke made me laugh,133.33,82.35
common_voice_bsk_42010421.wav,I'm going to Hunza.,I will go to Hunza.,im going to hunza,i will go to hunza,75.0,41.18
common_voice_bsk_42010424.wav,A grain of rice fell down,The rice fell on the rice.,a grain of rice fell down,the rice fell on the rice,100.0,84.0
common_voice_bsk_42010429.wav,"Oh wolf please eat this bull, it's not drinking the water.","Oh my dear, his horse is no longer on the water.",oh wolf please eat this bull its not drinking the water,oh my dear his horse is no longer on the water,72.73,52.73
common_voice_bsk_42028462.wav,Drink green tea in winters.,"Sweetheart, have some fruit.",drink green tea in winters,sweetheart have some fruit,100.0,92.31
common_voice_bsk_42028464.wav,Today is sunday,There are two people.,today is sunday,there are two people,133.33,106.67
common_voice_bsk_42028504.wav,Im leaving,I am going outside.,im leaving,i am going outside,200.0,140.0
common_voice_bsk_42028506.wav,Their parents let them go to school.,Their mother and father were taught at school daily.,their parents let them go to school,their mother and father were taught at school daily,100.0,88.57
common_voice_bsk_42028529.wav,I walk daily.,I walk a lot.,i walk daily,i walk a lot,66.67,33.33
common_voice_bsk_42028563.wav,Both were siblings.,There were two girls.,both were siblings,there were two girls,100.0,66.67
common_voice_bsk_42028564.wav,It is snowing.,They are playing.,it is snowing,they are playing,100.0,84.62
common_voice_bsk_42028566.wav,They are here.,They are here.,they are here,they are here,0.0,0.0
common_voice_bsk_42028574.wav,Potato is baked.,potatoes cooked.,potato is baked,potatoes cooked,100.0,33.33
common_voice_bsk_42028589.wav,When will I come there?,I will go to Beshilar.,when will i come there,i will go to beshilar,80.0,68.18
common_voice_bsk_42028632.wav,These men arrived yesterday.,These men came yesterday.,these men arrived yesterday,these men came yesterday,25.0,22.22
common_voice_bsk_42028637.wav,The water is boiling.,The water is boiling.,the water is boiling,the water is boiling,0.0,0.0
common_voice_bsk_42028640.wav,Was there a call for me?,Did I get a call?,was there a call for me,did i get a call,83.33,65.22
common_voice_bsk_42028643.wav,My back is hurting.,The horse went away.,my back is hurting,the horse went away,100.0,100.0
common_voice_bsk_42028647.wav,Divide these among yourselves.,Read this for me.,divide these among yourselves,read this for me,100.0,68.97
common_voice_bsk_42028649.wav,He is feeling homesick.,It is missing from the house.,he is feeling homesick,it is missing from the house,125.0,77.27
common_voice_bsk_42028652.wav,My mothers makes the food for me.,My mother cooks food for me.,my mothers makes the food for me,my mother cooks food for me,42.86,28.12
common_voice_bsk_42028797.wav,The boy is studying,The boy is studying.,the boy is studying,the boy is studying,0.0,0.0
common_voice_bsk_42028799.wav,"I have to water my forests, fields, and people.",I will go to the village on a Sunday.,i have to water my forests fields and people,i will go to the village on a sunday,88.89,72.73
common_voice_bsk_42028808.wav,Congratulations,Having congratulations.,congratulations,having congratulations,100.0,46.67
common_voice_bsk_42028816.wav,Would you like to have tea or a cold drink?,We will drink tea later.,would you like to have tea or a cold drink,we will drink tea later,90.0,73.81
common_voice_bsk_42028819.wav,I drink water.,I drank water.,i drink water,i drank water,33.33,7.69
common_voice_bsk_42028820.wav,The food prepared was tasty.,They were very pitiful.,the food prepared was tasty,they were very pitiful,100.0,70.37
common_voice_bsk_42028822.wav,It is mid-night.,The thaw is thick.,it is midnight,the thaw is thick,100.0,100.0
common_voice_bsk_42028835.wav,She rides that horse.,She hid from me.,she rides that horse,she hid from me,75.0,55.0
common_voice_bsk_42028844.wav,"I really like the butter, she keeps the butter for me in her box.","I love butter, so I can keep butter in my box.",i really like the butter she keeps the butter for me in her box,i love butter so i can keep butter in my box,71.43,52.38
common_voice_bsk_42028849.wav,I am eating potatoes.,I am eating potatoes.,i am eating potatoes,i am eating potatoes,0.0,0.0
common_voice_bsk_42029191.wav,It is beyond my thinking.,This is beyond my understanding.,it is beyond my thinking,this is beyond my understanding,40.0,50.0
common_voice_bsk_42029213.wav,I have a coin.,I have to speak.,i have a coin,i have to speak,50.0,53.85
common_voice_bsk_42029224.wav,People were too afraid of him.,People were very scared of him.,people were too afraid of him,people were very scared of him,33.33,31.03
common_voice_bsk_42029225.wav,The page in my hand has torn.,The leaf in my hand was torn apart.,the page in my hand has torn,the leaf in my hand was torn apart,42.86,39.29
common_voice_bsk_42029227.wav,It is 9 o’clock.,It is 9 o'clock.,it is 9 o’clock,it is 9 oclock,25.0,6.67
common_voice_bsk_42029229.wav,He felt very sad.,The bird blamed itself on the wolf.,he felt very sad,the bird blamed itself on the wolf,175.0,168.75
common_voice_bsk_42029245.wav,It is too cold.,It is very cold.,it is too cold,it is very cold,25.0,28.57
common_voice_bsk_42029246.wav,He came at dawn yesterday.,"Yesterday, we went to the village.",he came at dawn yesterday,yesterday we went to the village,120.0,96.0
common_voice_bsk_42029260.wav,The lady that I talked about to you is this.,This is the woman I talked to you about.,the lady that i talked about to you is this,this is the woman i talked to you about,70.0,58.14
common_voice_bsk_42029268.wav,I am giving him fifty rupees.,I give him 50 rupees.,i am giving him fifty rupees,i give him 50 rupees,50.0,39.29
common_voice_bsk_42029283.wav,I am going to tell her the truth.,I will tell her the truth.,i am going to tell her the truth,i will tell her the truth,37.5,31.25
common_voice_bsk_42029331.wav,I made him cry.,I made him cry.,i made him cry,i made him cry,0.0,0.0
common_voice_bsk_42029385.wav,It is afternoon.,It is getting dark.,it is afternoon,it is getting dark,66.67,66.67
common_voice_bsk_42029394.wav,On you I have a debt of hundred rupees.,You owe me 100 rupees.,on you i have a debt of hundred rupees,you owe me 100 rupees,77.78,60.53
common_voice_bsk_42029401.wav,You hide from me.,You hid from me.,you hide from me,you hid from me,25.0,6.25
common_voice_bsk_42029416.wav,Did you have dinner in the evening?,Did you eat dinner?,did you have dinner in the evening,did you eat dinner,57.14,52.94
common_voice_bsk_42029421.wav,You hurt her.,You made her cry.,you hurt her,you made her cry,66.67,66.67
common_voice_bsk_42029424.wav,It has gone that way.,It is the same.,it has gone that way,it is the same,80.0,60.0
common_voice_bsk_42029430.wav,Wash clothes.,Wash your hands.,wash clothes,wash your hands,100.0,66.67
common_voice_bsk_42029433.wav,Are you awake?,are you awake?,are you awake,are you awake,0.0,0.0
common_voice_bsk_42029438.wav,How are you?,How are you?,how are you,how are you,0.0,0.0
common_voice_bsk_42029448.wav,They cost fifteen rupees.,There are five men.,they cost fifteen rupees,there are five men,100.0,62.5
common_voice_bsk_42029461.wav,Pyaar is teaching us Burushaski.,Piyar (Pigeon) made me brush my teeth.,pyaar is teaching us burushaski,piyar pigeon made me brush my teeth,140.0,80.65
common_voice_bsk_42029463.wav,You speak.,you tell.,you speak,you tell,50.0,44.44
common_voice_bsk_42029487.wav,Stand up.,stand up.,stand up,stand up,0.0,0.0
common_voice_bsk_42029494.wav,My feet got too cold.,The goat is very soft.,my feet got too cold,the goat is very soft,100.0,80.0
common_voice_bsk_42029504.wav,She works daily.,He works everyday.,she works daily,he works everyday,66.67,53.33
common_voice_bsk_42029524.wav,Is your body feeling well now?,I am fine now.,is your body feeling well now,i am fine now,83.33,62.07
common_voice_bsk_42029535.wav,The place of these mountains is like a place in a story.,This mountain place is called Juwan.,the place of these mountains is like a place in a story,this mountain place is called juwan,91.67,67.27
common_voice_bsk_42029536.wav,Warm your feet and hands near fire.,Put the shoes in a good shape.,warm your feet and hands near fire,put the shoes in a good shape,100.0,76.47
common_voice_bsk_42029719.wav,Are you going home?,Are you going home?,are you going home,are you going home,0.0,0.0
common_voice_bsk_42042454.wav,The book is on the table,there is a top table,the book is on the table,there is a top table,66.67,37.5
common_voice_bsk_42042499.wav,Who is that girl?,Who is that girl?,who is that girl,who is that girl,0.0,0.0
common_voice_bsk_42042502.wav,"Hearing this, the bird was startled",(Speaking in a foreign language),hearing this the bird was startled,speaking in a foreign language,100.0,67.65
common_voice_bsk_42042503.wav,My name is zeboon,I have one toy.,my name is zeboon,i have one toy,100.0,64.71
common_voice_bsk_42042505.wav,I felt really cold,I felt very cold.,i felt really cold,i felt very cold,25.0,22.22
common_voice_bsk_42045006.wav,I have come from very far away,I came from very far away.,i have come from very far away,i came from very far away,28.57,20.0
common_voice_bsk_42045037.wav,My friends were all together,All my friends were with me.,my friends were all together,all my friends were with me,60.0,50.0
common_voice_bsk_42045041.wav,I can see you,I can see you.,i can see you,i can see you,0.0,0.0
common_voice_bsk_42045070.wav,Who are you?,Who are you?,who are you,who are you,0.0,0.0
common_voice_bsk_42045095.wav,The child got sick,I lost my own keys.,the child got sick,i lost my own keys,125.0,88.89
common_voice_bsk_42045107.wav,The whole area felt strange,It became a place of the whole country.,the whole area felt strange,it became a place of the whole country,160.0,107.41
common_voice_bsk_42045121.wav,I have one rupee,I have one rupee.,i have one rupee,i have one rupee,0.0,0.0
common_voice_bsk_42045122.wav,I drink alcohol every day,I drink alcohol everyday.,i drink alcohol every day,i drink alcohol everyday,40.0,4.0
common_voice_bsk_42045138.wav,The day on which he was killed and the day on which it is celebrated is Thumashalin,He said that the day after tomorrow is the day of the earthquake.,the day on which he was killed and the day on which it is celebrated is thumashalin,he said that the day after tomorrow is the day of the earthquake,88.24,69.88
common_voice_bsk_42045147.wav,My throat is hurting,It made my heart ache.,my throat is hurting,it made my heart ache,125.0,85.0
common_voice_bsk_42045154.wav,I will make the boy warm,I will heat the boy up.,i will make the boy warm,i will heat the boy up,33.33,33.33
common_voice_bsk_42045155.wav,I looked at the sea,I went to the river.,i looked at the sea,i went to the river,60.0,63.16
common_voice_bsk_42045187.wav,What happened to you,Did you eat?,what happened to you,did you eat,100.0,85.0
common_voice_bsk_42045200.wav,The car hit a tree,The car was broken by the thieves.,the car hit a tree,the car was broken by the thieves,100.0,111.11
common_voice_bsk_42045218.wav,There is a sheep,There is one sheep,there is a sheep,there is one sheep,25.0,18.75
common_voice_bsk_42045223.wav,He was diamond below his tummy,He was a boy from his family.,he was diamond below his tummy,he was a boy from his family,66.67,46.67
common_voice_bsk_42045225.wav,Who is it?,Who is it?,who is it,who is it,0.0,0.0
common_voice_bsk_42045245.wav,We saw our friends when we were in Karachi,Karachi people were also taught by their friends.,we saw our friends when we were in karachi,karachi people were also taught by their friends,100.0,92.86
common_voice_bsk_42045257.wav,I put her to sleep,I will start now.,i put her to sleep,i will start now,80.0,77.78
common_voice_bsk_42045267.wav,I am awake,I am listening.,i am awake,i am listening,33.33,80.0
common_voice_bsk_42045270.wav,Grandfather told grandmother that his son was going to be born on the day of Ashura and that his name should be Ashurjan,"Grandfather told his mother that a son is going to be born on the day of Ashura, so he should name him Ashur Jan.",grandfather told grandmother that his son was going to be born on the day of ashura and that his name should be ashurjan,grandfather told his mother that a son is going to be born on the day of ashura so he should name him ashur jan,43.48,25.0
common_voice_bsk_42045273.wav,The plane flew/flies,The airplane flew.,the plane flewflies,the airplane flew,66.67,42.11
common_voice_bsk_42045274.wav,What do you like to eat?,What do you like to eat?,what do you like to eat,what do you like to eat,0.0,0.0
common_voice_bsk_42045284.wav,I am sick,I am tired.,i am sick,i am tired,33.33,44.44
common_voice_bsk_42045297.wav,Hello! Who is this?,"Hello, who is this?",hello who is this,hello who is this,0.0,0.0
common_voice_bsk_42045302.wav,You are my sweet heart,You are my life.,you are my sweet heart,you are my life,40.0,45.45
common_voice_bsk_42045305.wav,I will drink wine,I will drink wine.,i will drink wine,i will drink wine,0.0,0.0
common_voice_bsk_42045312.wav,Be successful,You will get better.,be successful,you will get better,200.0,130.77
common_voice_bsk_42045337.wav,The boy peed in his pants,The boy peed.,the boy peed in his pants,the boy peed,50.0,52.0
common_voice_bsk_42045364.wav,He really loved me,He made me very happy.,he really loved me,he made me very happy,100.0,83.33
