filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
common_voice_bsk_41984952.wav,Run!,Run,run,run,0.0,0.0
common_voice_bsk_41984965.wav,He left us alone,leave us alone,he left us alone,leave us alone,50.0,31.25
common_voice_bsk_41984971.wav,Azur Jamshed and Shiri Bada(d)’s daughter killed him together,Azur Jamshed and Shiri Badat’s daughter killed him together,azur jamshed and shiri badad’s daughter killed him together,azur jamshed and shiri badat’s daughter killed him together,11.11,1.69
common_voice_bsk_41984972.wav,You are not aware of us,Are you not worried?,you are not aware of us,are you not worried,83.33,65.22
common_voice_bsk_41984974.wav,I am surprised,I am surprised.,i am surprised,i am surprised,0.0,0.0
common_voice_bsk_41984999.wav,She tied it,She was in the room,she tied it,she was in the room,133.33,118.18
common_voice_bsk_41985000.wav,See you soon,I will see you soon,see you soon,i will see you soon,66.67,58.33
common_voice_bsk_41985015.wav,The boy is tall,the boy is tall.,the boy is tall,the boy is tall,0.0,0.0
common_voice_bsk_41985085.wav,It’s a strange heat wave,it is very cold,it’s a strange heat wave,it is very cold,100.0,70.83
common_voice_bsk_41985099.wav,Hunza comes after Gulmit,It is beyond the Gulmit of Hunza,hunza comes after gulmit,it is beyond the gulmit of hunza,150.0,100.0
common_voice_bsk_41985117.wav,The food is ready,The food is ready,the food is ready,the food is ready,0.0,0.0
common_voice_bsk_41985119.wav,Take care of yourself,Take care of yourself.,take care of yourself,take care of yourself,0.0,0.0
common_voice_bsk_41989936.wav,Put her on sleep,I put her to sleep,put her on sleep,i put her to sleep,50.0,25.0
common_voice_bsk_41989953.wav,"When I looked, I saw a mouse moving around here and there",He saw a mouse running around,when i looked i saw a mouse moving around here and there,he saw a mouse running around,66.67,57.14
common_voice_bsk_41989964.wav,The monkey jumped into the water,The monkey jumped into the water.,the monkey jumped into the water,the monkey jumped into the water,0.0,0.0
common_voice_bsk_41989975.wav,Is everything fine?,It is peaceful,is everything fine,it is peaceful,100.0,83.33
common_voice_bsk_41989979.wav,The bot peed in his pants,The boy peed in his trousers.,the bot peed in his pants,the boy peed in his trousers,33.33,32.0
common_voice_bsk_41989986.wav,"After getting married, they went back to their homeland; Grandma was in Hunza.",They went to their village after getting married. Grandmother was in Hunza.,after getting married they went back to their homeland grandma was in hunza,they went to their village after getting married grandmother was in hunza,69.23,62.67
common_voice_bsk_41989990.wav,"Open the door, mother, we have come from homeland.","Open the door, mother, we came from our homeland",open the door mother we have come from homeland,open the door mother we came from our homeland,33.33,19.15
common_voice_bsk_41989997.wav,A pigeon perched on my head.,The bird sat on the branch,a pigeon perched on my head,the bird sat on the branch,83.33,81.48
common_voice_bsk_41989998.wav,My feet have become very cold.,It has been very cold these days.,my feet have become very cold,it has been very cold these days,100.0,79.31
common_voice_bsk_41990002.wav,Sadaf works everyday.,Sadaf works everyday.,sadaf works everyday,sadaf works everyday,0.0,0.0
common_voice_bsk_41990004.wav,"One day, the bird found some beads.","One day, the bird found some pearls.",one day the bird found some beads,one day the bird found some pearls,14.29,9.09
common_voice_bsk_41990042.wav,"Everyone, come inside.",Everyone come inside.,everyone come inside,everyone come inside,0.0,0.0
common_voice_bsk_41990046.wav,Who is she?,Who is she?,who is she,who is she,0.0,0.0
common_voice_bsk_41990049.wav,Stones fall everyday.,The stone falls everyday.,stones fall everyday,the stone falls everyday,100.0,30.0
common_voice_bsk_41990055.wav,Should I burn crackling sea buckthorn instead of this wood?,"I made the bird cry, and the birds started making noise.",should i burn crackling sea buckthorn instead of this wood,i made the bird cry and the birds started making noise,110.0,75.86
common_voice_bsk_41990070.wav,They say he had a very beautiful voice.,"The mountain was too high, they said.",they say he had a very beautiful voice,the mountain was too high they said,100.0,78.95
common_voice_bsk_41990071.wav,Bring my daughter's name.,Give me your daughter’s name,bring my daughters name,give me your daughter’s name,100.0,43.48
common_voice_bsk_41990072.wav,Give us one mutton curry and one leafy greens curry.,Give us one mutton curry and one vegetable curry.,give us one mutton curry and one leafy greens curry,give us one mutton curry and one vegetable curry,20.0,19.61
common_voice_bsk_41990076.wav,the wind has been blowing since yesterday,Wind is blowing since yesterday.,the wind has been blowing since yesterday,wind is blowing since yesterday,42.86,26.83
common_voice_bsk_41990079.wav,what will he see?,What will he see?,what will he see,what will he see,0.0,0.0
common_voice_bsk_41990087.wav,this mountainous place itself feels like a place from a story,This mountainous place is like the places from the story.,this mountainous place itself feels like a place from a story,this mountainous place is like the places from the story,45.45,27.87
common_voice_bsk_41990090.wav,I am listening to a song,I am listening to a song.,i am listening to a song,i am listening to a song,0.0,0.0
common_voice_bsk_41990092.wav,I will drink wine,I will drink alcohol.,i will drink wine,i will drink alcohol,25.0,41.18
common_voice_bsk_41990095.wav,One reason my mother’s parents were very close to me was that my father’s parents had passed away before I was born.,My mother’s parents were good at farming and my father’s parents were good at farming.,one reason my mother’s parents were very close to me was that my father’s parents had passed away before i was born,my mother’s parents were good at farming and my father’s parents were good at farming,68.18,50.43
common_voice_bsk_41990098.wav,who are you ?,Who are you?,who are you,who are you,0.0,0.0
common_voice_bsk_41990102.wav,When are you going home?,When will you go home?,when are you going home,when will you go home,40.0,30.43
common_voice_bsk_41990106.wav,Today’s lesson is very difficult.,Today’s lesson is too difficult.,today’s lesson is very difficult,today’s lesson is too difficult,20.0,12.5
common_voice_bsk_41990110.wav,"He wept, sobbing loudly.",He cried and whined.,he wept sobbing loudly,he cried and whined,75.0,77.27
common_voice_bsk_41990115.wav,The apples are green. ( Literal ),The apples are green,the apples are green literal,the apples are green,20.0,28.57
common_voice_bsk_41990117.wav,She ran after the cat to throw a stone at it.,The running cat went to hit the bear.,she ran after the cat to throw a stone at it,the running cat went to hit the bear,90.91,63.64
common_voice_bsk_41990118.wav,Looked at the ocean.,I saw the river.,looked at the ocean,i saw the river,75.0,68.42
common_voice_bsk_41990125.wav,where were you born ?,Where were you born?,where were you born,where were you born,0.0,0.0
common_voice_bsk_41990128.wav,how much is this camel ?,How much is this camel for?,how much is this camel,how much is this camel for,20.0,18.18
common_voice_bsk_41990135.wav,I have also told this story to my son,I have told this story to my son as well.,i have also told this story to my son,i have told this story to my son as well,33.33,35.14
common_voice_bsk_41990141.wav,The cat said that the lady of this house gives me milk every day.,The cat said that the woman is giving birth to a boy at the same time.,the cat said that the lady of this house gives me milk every day,the cat said that the woman is giving birth to a boy at the same time,78.57,60.94
common_voice_bsk_41990142.wav,He played the charda (Hunzai rubab) very well and recited munqabats in Persian and Burushaski.,"He used to study in the mountainous regions, but he was not good at studying in the Persian and Burush regions.",he played the charda hunzai rubab very well and recited munqabats in persian and burushaski,he used to study in the mountainous regions but he was not good at studying in the persian and burush regions,106.67,75.82
common_voice_bsk_41990143.wav,I put the child to sleep.,I put the child to sleep,i put the child to sleep,i put the child to sleep,0.0,0.0
common_voice_bsk_41990150.wav,He used to eat one child every day,Everyday I used to eat a child,he used to eat one child every day,everyday i used to eat a child,62.5,64.71
common_voice_bsk_41990157.wav,The yushayas( reared livestock to slaughter for winters) meat dried to preserve.,The meat from the dried meat is dried.,the yushayas reared livestock to slaughter for winters meat dried to preserve,the meat from the dried meat is dried,83.33,66.23
common_voice_bsk_41990163.wav,The plane has taken off.,The aeroplane flew. It is flying.,the plane has taken off,the aeroplane flew it is flying,100.0,82.61
common_voice_bsk_41990166.wav,It was hailing.,He was in love with her.,it was hailing,he was in love with her,166.67,114.29
common_voice_bsk_41990173.wav,The hunter went to kill the wolf.,He went to the fox and the fox went to the fox.,the hunter went to kill the wolf,he went to the fox and the fox went to the fox,128.57,93.75
common_voice_bsk_41990174.wav,Which book?,Which book?,which book,which book,0.0,0.0
common_voice_bsk_41990177.wav,The sea buckthorn bushes moved aside after seeing the fire,The thorn bush stepped back after seeing the fire.,the sea buckthorn bushes moved aside after seeing the fire,the thorn bush stepped back after seeing the fire,50.0,31.03
common_voice_bsk_41990188.wav,he is Sadaf’s brother,He is Sadaf’s brother.,he is sadaf’s brother,he is sadaf’s brother,0.0,0.0
common_voice_bsk_41990189.wav,the donkey works everyday,The donkey works everyday.,the donkey works everyday,the donkey works everyday,0.0,0.0
common_voice_bsk_41990191.wav,The boy is tired of it.,The boy is sad.,the boy is tired of it,the boy is sad,50.0,45.45
common_voice_bsk_41990198.wav,you broke her heart,You hurt her.,you broke her heart,you hurt her,50.0,52.63
common_voice_bsk_41990204.wav,The lion has no mane.,There is no love in the city.,the lion has no mane,there is no love in the city,140.0,95.0
common_voice_bsk_41990212.wav,The wolf said to himself that he would listen to me.,"The wolf said to the fox, “Go and get him”",the wolf said to himself that he would listen to me,the wolf said to the fox “go and get him”,63.64,50.98
common_voice_bsk_41990215.wav,Ask one of them a question.,Ask her a question.,ask one of them a question,ask her a question,50.0,34.62
common_voice_bsk_41990216.wav,I told her to boil water.,I told her to boil the water.,i told her to boil water,i told her to boil the water,16.67,16.67
common_voice_bsk_41990217.wav,I am watching you,I can see you.,i am watching you,i can see you,50.0,58.82
common_voice_bsk_41990227.wav,The mountain bread is ready.,The bread is ready.,the mountain bread is ready,the bread is ready,20.0,33.33
common_voice_bsk_41990228.wav,I brush my teeth twice a day.,I brush my teeth twice a day.,i brush my teeth twice a day,i brush my teeth twice a day,0.0,0.0
common_voice_bsk_41990231.wav,He made the bird exhausted.,The bird got frustrated.,he made the bird exhausted,the bird got frustrated,80.0,65.38
common_voice_bsk_41990239.wav,I hid them.,I hid them away.,i hid them,i hid them away,33.33,50.0
common_voice_bsk_41990245.wav,The book is on the table.,The book is on the table.,the book is on the table,the book is on the table,0.0,0.0
common_voice_bsk_41990250.wav,He made her cry.,He made her cry,he made her cry,he made her cry,0.0,0.0
common_voice_bsk_41990253.wav,"The Mir of Hunza gave land in Hunza Karimabad, and one grandfather married in Hunza.",The land in Hunza was taken from Hunza Karimabad and the old man married from Hunza.,the mir of hunza gave land in hunza karimabad and one grandfather married in hunza,the land in hunza was taken from hunza karimabad and the old man married from hunza,60.0,40.24
common_voice_bsk_41990258.wav,Close the doors when you leave.,Close the doors while leaving.,close the doors when you leave,close the doors while leaving,50.0,30.0
common_voice_bsk_41990261.wav,It’s freezing cold this year.,It is very cold this year.,it’s freezing cold this year,it is very cold this year,60.0,32.14
common_voice_bsk_41990264.wav,Those people listened to me.,They listened to my words.,those people listened to me,they listened to my words,80.0,59.26
common_voice_bsk_41990268.wav,Where are you going?,Where are you going?,where are you going,where are you going,0.0,0.0
common_voice_bsk_41990282.wav,this is the woman i told you about,The woman I told you about is hers.,this is the woman i told you about,the woman i told you about is hers,50.0,47.06
common_voice_bsk_41990297.wav,Dawdo is being made.,daodo dumayibila,dawdo is being made,daodo dumayibila,100.0,63.16
common_voice_bsk_41997765.wav,The fire became very angry.,The fire got very angry.,the fire became very angry,the fire got very angry,20.0,23.08
common_voice_bsk_41997775.wav,Forgive me.,Forgive me.,forgive me,forgive me,0.0,0.0
common_voice_bsk_41997822.wav,When were you born?,when were you born?,when were you born,when were you born,0.0,0.0
common_voice_bsk_41997843.wav,I have a severe headache.,My head hurts a lot.,i have a severe headache,my head hurts a lot,100.0,79.17
common_voice_bsk_41997845.wav,Drop me down there.,I am sitting here for the 10th time.,drop me down there,i am sitting here for the 10th time,200.0,150.0
common_voice_bsk_41997858.wav,I walked for 20 minutes.,I walked for twenty minutes.,i walked for 20 minutes,i walked for twenty minutes,20.0,26.09
common_voice_bsk_41997866.wav,I cooked rice with meat.,I cooked rice and meat.,i cooked rice with meat,i cooked rice and meat,20.0,17.39
common_voice_bsk_41997869.wav,No biscuits for me.,no biscuits for me.,no biscuits for me,no biscuits for me,0.0,0.0
common_voice_bsk_41997870.wav,Isn’t there anything cheaper than those?,nothing is cheaper than that,isn’t there anything cheaper than those,nothing is cheaper than that,66.67,46.15
common_voice_bsk_41997890.wav,How is your body?,Is your body okay?,how is your body,is your body okay,50.0,56.25
common_voice_bsk_41997934.wav,If you stop it here on the right side.,Don’t make the dog angry here.,if you stop it here on the right side,don’t make the dog angry here,100.0,72.97
common_voice_bsk_41997960.wav,i felt very sorry,I am very sorry.,i felt very sorry,i am very sorry,25.0,23.53
common_voice_bsk_41997970.wav,I ate rice.,I ate rice.,i ate rice,i ate rice,0.0,0.0
common_voice_bsk_41997971.wav,there are like ghosts,they are going to the north.,there are like ghosts,they are going to the north,125.0,71.43
common_voice_bsk_41997973.wav,Thank You.,thank you,thank you,thank you,0.0,0.0
common_voice_bsk_41997980.wav,Dawdo is getting prepared.,daodo(soup) is being cooked.,dawdo is getting prepared,daodosoup is being cooked,75.0,56.0
common_voice_bsk_41997983.wav,you came.,come here.,you came,come here,100.0,75.0
common_voice_bsk_41998001.wav,What is the day?,what time is it?,what is the day,what time is it,75.0,60.0
common_voice_bsk_41998023.wav,flowers bloomed.,The flower bloomed.,flowers bloomed,the flower bloomed,100.0,33.33
common_voice_bsk_41998052.wav,Get well Soon.,get well soon.,get well soon,get well soon,0.0,0.0
common_voice_bsk_41999369.wav,water also showed him its anger.,show me your hand.,water also showed him its anger,show me your hand,100.0,77.42
common_voice_bsk_41999374.wav,"no, i will drink it dull.","no, i will drink it plain.",no i will drink it dull,no i will drink it plain,16.67,21.74
common_voice_bsk_41999381.wav,i walk daily,i walk everyday.,i walk daily,i walk everyday,33.33,58.33
common_voice_bsk_41999388.wav,he is a prince.,he is a prince.,he is a prince,he is a prince,0.0,0.0
common_voice_bsk_41999392.wav,it is 400 rupees for a day.,it will be 400 rupees a day.,it is 400 rupees for a day,it will be 400 rupees a day,42.86,38.46
common_voice_bsk_41999397.wav,The bed is beside the small table.,the bed is near the small table.,the bed is beside the small table,the bed is near the small table,14.29,15.15
common_voice_bsk_41999400.wav,she got so hungry.,they were too hungry.,she got so hungry,they were too hungry,75.0,47.06
common_voice_bsk_41999409.wav,I will walk.,i will walk.,i will walk,i will walk,0.0,0.0
common_voice_bsk_41999417.wav,how much money do you have?,how much money do you have?,how much money do you have,how much money do you have,0.0,0.0
common_voice_bsk_41999418.wav,I just ate potatoes.,i just ate potatoes.,i just ate potatoes,i just ate potatoes,0.0,0.0
common_voice_bsk_41999419.wav,fire ran to extinguish water.,he ran to extinguish the fire.,fire ran to extinguish water,he ran to extinguish the fire,60.0,35.71
common_voice_bsk_41999427.wav,I drank wine.,I drank wine.,i drank wine,i drank wine,0.0,0.0
common_voice_bsk_41999431.wav,he cried and shouted out loud.,he cried and whined.,he cried and shouted out loud,he cried and whined,50.0,44.83
common_voice_bsk_41999433.wav,where will you be tomorrow?,where will you go tomorrow?,where will you be tomorrow,where will you go tomorrow,20.0,7.69
common_voice_bsk_41999436.wav,Shouldn’t I eat my own healthy bull rather than their skinny bull.,by seeing the gold I will take it to the mountain.,shouldn’t i eat my own healthy bull rather than their skinny bull,by seeing the gold i will take it to the mountain,100.0,72.31
common_voice_bsk_41999438.wav,close the door.,close the door.,close the door,close the door,0.0,0.0
common_voice_bsk_41999444.wav,I sleep daily.,i used to sleep everyday.,i sleep daily,i used to sleep everyday,100.0,115.38
common_voice_bsk_41999453.wav,I walked this road before.,i have walked through this road before.,i walked this road before,i have walked through this road before,40.0,52.0
common_voice_bsk_41999455.wav,it is heavy like a large rock/ large tree trunk/ large tree roots.,it is heavy as a rock.,it is heavy like a large rock large tree trunk large tree roots,it is heavy as a rock,61.54,69.84
common_voice_bsk_41999459.wav,how much is the rent?,how much is the rent?,how much is the rent,how much is the rent,0.0,0.0
common_voice_bsk_41999463.wav,"Phiti (local Bread, outer part is hard and inner is soft) is ready.",the bread is ready.,phiti local bread outer part is hard and inner is soft is ready,the bread is ready,76.92,74.6
common_voice_bsk_41999668.wav,grandfather told me that he used to see grandmother in every dream.,Grandfather used to say that he always saw grandmother in his dreams.,grandfather told me that he used to see grandmother in every dream,grandfather used to say that he always saw grandmother in his dreams,66.67,36.36
common_voice_bsk_41999671.wav,the fire extinguish,the fire went out.,the fire extinguish,the fire went out,66.67,42.11
common_voice_bsk_41999672.wav,"open the door mother, we came from the upper home country.","Open the door, mama, we came from our homeland.",open the door mother we came from the upper home country,open the door mama we came from our homeland,45.45,33.93
common_voice_bsk_41999695.wav,today is sunday.,Today is Sunday.,today is sunday,today is sunday,0.0,0.0
common_voice_bsk_41999699.wav,keep away from fire.,Stay away from fire.,keep away from fire,stay away from fire,25.0,21.05
common_voice_bsk_41999700.wav,The sun has set.,The sun has set.,the sun has set,the sun has set,0.0,0.0
common_voice_bsk_41999702.wav,Give me that red book.,give me that red book.,give me that red book,give me that red book,0.0,0.0
common_voice_bsk_41999706.wav,when will you be there?,when will you be there?,when will you be there,when will you be there,0.0,0.0
common_voice_bsk_41999714.wav,may you become 1000 From 1.,get well soon.,may you become 1000 from 1,get well soon,100.0,84.62
common_voice_bsk_41999723.wav,open the door.,Open the door.,open the door,open the door,0.0,0.0
common_voice_bsk_41999724.wav,She was beating the fur.,She was eating grass.,she was beating the fur,she was eating grass,60.0,34.78
common_voice_bsk_41999753.wav,Would you like to drink tea or a bottle/cold drink?,"if you want tea, we will drink it in a bottle.",would you like to drink tea or a bottlecold drink,if you want tea we will drink it in a bottle,90.0,69.39
common_voice_bsk_41999755.wav,today I walked.,i walked today,today i walked,i walked today,66.67,85.71
common_voice_bsk_41999760.wav,donkey sleeps everyday.,the donkey sleeps everyday.,donkey sleeps everyday,the donkey sleeps everyday,33.33,18.18
common_voice_bsk_41999790.wav,Don't rush.,Don’t move the chair.,dont rush,don’t move the chair,200.0,155.56
common_voice_bsk_41999795.wav,she was with a baby,he was in the garden.,she was with a baby,he was in the garden,80.0,57.89
common_voice_bsk_41999796.wav,you look tired.,you look/seem tired.,you look tired,you lookseem tired,33.33,28.57
common_voice_bsk_41999797.wav,we make noodle soup (dawdo) during winters.,We make soup with dried meat in the winters.,we make noodle soup dawdo during winters,we make soup with dried meat in the winters,85.71,55.0
common_voice_bsk_41999810.wav,he moved away.,he moved.,he moved away,he moved,33.33,38.46
common_voice_bsk_41999817.wav,it came on that house’s roof and shouted a lot.,it still sat on the roof of that house and cried.,it came on that house’s roof and shouted a lot,it still sat on the roof of that house and cried,90.0,69.57
common_voice_bsk_41999832.wav,your brother is kissing you.,you are giving me a very big gift.,your brother is kissing you,you are giving me a very big gift,160.0,92.59
common_voice_bsk_41999854.wav,she placed the tortilla on the pan.,She ate a banana on the way.,she placed the tortilla on the pan,she ate a banana on the way,57.14,47.06
common_voice_bsk_41999856.wav,Go be thankful to the rat.,he also went and begged the mouse.,go be thankful to the rat,he also went and begged the mouse,100.0,88.0
common_voice_bsk_41999861.wav,it has started to rain,it is raining,it has started to rain,it is raining,80.0,68.18
common_voice_bsk_41999865.wav,My back hurts,their heart ached,my back hurts,their heart ached,100.0,107.69
common_voice_bsk_41999867.wav,i work everyday,I work everyday.,i work everyday,i work everyday,0.0,0.0
common_voice_bsk_41999871.wav,My house is bigger than yours.,my house is bigger than your house.,my house is bigger than yours,my house is bigger than your house,33.33,17.24
common_voice_bsk_41999881.wav,she rode the horse,she rolled on the horse.,she rode the horse,she rolled on the horse,50.0,33.33
common_voice_bsk_41999899.wav,it has gotten dark here.,it is dark outside.,it has gotten dark here,it is dark outside,60.0,65.22
common_voice_bsk_41999920.wav,when he looked he saw water flowing in the canals,he saw that the water was running in the garden.,when he looked he saw water flowing in the canals,he saw that the water was running in the garden,70.0,57.14
common_voice_bsk_41999930.wav,The water overflowed through the glass.,Bring water outside the glass.,the water overflowed through the glass,bring water outside the glass,50.0,55.26
common_voice_bsk_41999950.wav,there are 2 sheeps,There are two sheeps.,there are 2 sheeps,there are two sheeps,25.0,16.67
common_voice_bsk_41999954.wav,Shiri Madat was a cruel king,Shiri badat was a very cruel king.,shiri madat was a cruel king,shiri badat was a very cruel king,33.33,21.43
common_voice_bsk_41999964.wav,these men came yesterday,these men came yesterday.,these men came yesterday,these men came yesterday,0.0,0.0
common_voice_bsk_41999966.wav,Its is freezing cold,it is freezing cold,its is freezing cold,it is freezing cold,25.0,5.0
common_voice_bsk_41999978.wav,I was walking when tyler called.,I was walking when Tyler called.,i was walking when tyler called,i was walking when tyler called,0.0,0.0
common_voice_bsk_41999981.wav,close the doors when leaving,close the doors while leaving.,close the doors when leaving,close the doors while leaving,20.0,10.71
common_voice_bsk_41999982.wav,Its 9:00,its 9 o'clock,its 900,its 9 oclock,100.0,100.0
common_voice_bsk_41999988.wav,the woman has no teeth,the woman is not her.,the woman has no teeth,the woman is not her,60.0,31.82
common_voice_bsk_41999996.wav,what is your name?,what is your name?,what is your name,what is your name,0.0,0.0
common_voice_bsk_42000006.wav,Micheal is a very good boy among all.,Michael is better than all the boys.,micheal is a very good boy among all,michael is better than all the boys,87.5,63.89
common_voice_bsk_42000017.wav,its my younger brothers wedding,My little brother is getting married.,its my younger brothers wedding,my little brother is getting married,120.0,74.19
common_voice_bsk_42000019.wav,she is my wife,she is my wife.,she is my wife,she is my wife,0.0,0.0
common_voice_bsk_42000021.wav,Do your nails.,give me your number.,do your nails,give me your number,100.0,92.31
common_voice_bsk_42000022.wav,iam eating potatoes right now.,i am eating potatoes now.,iam eating potatoes right now,i am eating potatoes now,60.0,24.14
common_voice_bsk_42000023.wav,where are you from? Where are you all from?,where are you from?,where are you from where are you all from,where are you from,55.56,56.1
common_voice_bsk_42000026.wav,Im bored here/ Im not entertained here,I am not enjoying here.,im bored here im not entertained here,i am not enjoying here,71.43,54.05
common_voice_bsk_42000027.wav,piyar teaches us burushaski,it is said that love is like a brush.,piyar teaches us burushaski,it is said that love is like a brush,225.0,100.0
common_voice_bsk_42000039.wav,I'm eating rice.,I am eating rice.,im eating rice,i am eating rice,66.67,14.29
common_voice_bsk_42000054.wav,what do you like to eat?,what do you like to eat?,what do you like to eat,what do you like to eat,0.0,0.0
common_voice_bsk_42000056.wav,its too expensive,it is too expensive.,its too expensive,it is too expensive,66.67,11.76
common_voice_bsk_42010239.wav,Is he your friend?,Is he your friend?,is he your friend,is he your friend,0.0,0.0
common_voice_bsk_42010243.wav,I am awake.,i am up/awake.,i am awake,i am upawake,33.33,20.0
common_voice_bsk_42010252.wav,A child was born,A baby is born.,a child was born,a baby is born,50.0,43.75
common_voice_bsk_42010253.wav,tell her the truth,Tell her the truth.,tell her the truth,tell her the truth,0.0,0.0
common_voice_bsk_42010256.wav,Today is a full moon.,Today it is half moon,today is a full moon,today it is half moon,60.0,30.0
common_voice_bsk_42010284.wav,The woman I told you about is her.,i told the woman in the wedding that she is her.,the woman i told you about is her,i told the woman in the wedding that she is her,87.5,72.73
common_voice_bsk_42010285.wav,when we were in Karachi we met our friends,"When we were in Karachi, we saw our friends.",when we were in karachi we met our friends,when we were in karachi we saw our friends,11.11,7.14
common_voice_bsk_42010300.wav,She baked the bread.,she baked the bread.,she baked the bread,she baked the bread,0.0,0.0
common_voice_bsk_42010301.wav,I am feeling hungry.,i am hungry.,i am feeling hungry,i am hungry,25.0,42.11
common_voice_bsk_42010313.wav,Its midnight,it is midnight/ the middle of the night.,its midnight,it is midnight the middle of the night,350.0,216.67
common_voice_bsk_42010324.wav,I am feeling cold,I am feeling cold.,i am feeling cold,i am feeling cold,0.0,0.0
common_voice_bsk_42010369.wav,The sun had risen up.,The sun has set.,the sun had risen up,the sun has set,60.0,35.0
common_voice_bsk_42010384.wav,Did you tear it?,you tear it?,did you tear it,you tear it,25.0,26.67
common_voice_bsk_42010387.wav,It's freezing cold.,Its freezing cold.,its freezing cold,its freezing cold,0.0,0.0
common_voice_bsk_42010408.wav,The butter melted.,butter melted.,the butter melted,butter melted,33.33,23.53
common_voice_bsk_42010421.wav,I'm going to Hunza.,i left for Hunza.,im going to hunza,i left for hunza,75.0,47.06
common_voice_bsk_42010424.wav,A grain of rice fell down,The rice fell of the tree.,a grain of rice fell down,the rice fell of the tree,100.0,84.0
common_voice_bsk_42010429.wav,"Oh wolf please eat this bull, it's not drinking the water.","Dear wolf, eat that bull. It is not drinking that water.",oh wolf please eat this bull its not drinking the water,dear wolf eat that bull it is not drinking that water,54.55,30.91
common_voice_bsk_42028462.wav,Drink green tea in winters.,Drink green tea in the cold.,drink green tea in winters,drink green tea in the cold,40.0,30.77
common_voice_bsk_42028464.wav,Today is sunday,Today is Sunday,today is sunday,today is sunday,0.0,0.0
common_voice_bsk_42028504.wav,Im leaving,I am about to leave.,im leaving,i am about to leave,250.0,140.0
common_voice_bsk_42028506.wav,Their parents let them go to school.,"Every day, their parents would take them to school.",their parents let them go to school,every day their parents would take them to school,71.43,60.0
common_voice_bsk_42028529.wav,I walk daily.,I walk everyday.,i walk daily,i walk everyday,33.33,58.33
common_voice_bsk_42028563.wav,Both were siblings.,There were two children.,both were siblings,there were two children,100.0,88.89
common_voice_bsk_42028564.wav,It is snowing.,it is snowing,it is snowing,it is snowing,0.0,0.0
common_voice_bsk_42028566.wav,They are here.,They are here,they are here,they are here,0.0,0.0
common_voice_bsk_42028574.wav,Potato is baked.,potato has cooked.,potato is baked,potato has cooked,66.67,33.33
common_voice_bsk_42028589.wav,When will I come there?,when should I come there?,when will i come there,when should i come there,20.0,22.73
common_voice_bsk_42028632.wav,These men arrived yesterday.,these men came yesterday.,these men arrived yesterday,these men came yesterday,25.0,22.22
common_voice_bsk_42028637.wav,The water is boiling.,water is boiling.,the water is boiling,water is boiling,25.0,20.0
common_voice_bsk_42028640.wav,Was there a call for me?,Did I get a call?,was there a call for me,did i get a call,83.33,65.22
common_voice_bsk_42028643.wav,My back is hurting.,My feet are cold.,my back is hurting,my feet are cold,75.0,77.78
common_voice_bsk_42028647.wav,Divide these among yourselves.,Distribute these amongst yourselves.,divide these among yourselves,distribute these amongst yourselves,50.0,27.59
common_voice_bsk_42028649.wav,He is feeling homesick.,He is missing home.,he is feeling homesick,he is missing home,50.0,36.36
common_voice_bsk_42028652.wav,My mothers makes the food for me.,My mother is preparing dinner for me.,my mothers makes the food for me,my mother is preparing dinner for me,57.14,53.12
common_voice_bsk_42028797.wav,The boy is studying,The boy is studying.,the boy is studying,the boy is studying,0.0,0.0
common_voice_bsk_42028799.wav,"I have to water my forests, fields, and people.",I will water the plants and the girls.,i have to water my forests fields and people,i will water the plants and the girls,77.78,63.64
common_voice_bsk_42028808.wav,Congratulations,congratulations,congratulations,congratulations,0.0,0.0
common_voice_bsk_42028816.wav,Would you like to have tea or a cold drink?,We will have a bottle of tea.,would you like to have tea or a cold drink,we will have a bottle of tea,90.0,69.05
common_voice_bsk_42028819.wav,I drink water.,I drank water.,i drink water,i drank water,33.33,7.69
common_voice_bsk_42028820.wav,The food prepared was tasty.,They had a very nice dinner.,the food prepared was tasty,they had a very nice dinner,120.0,77.78
common_voice_bsk_42028822.wav,It is mid-night.,It is midnight/the middle of the night.,it is midnight,it is midnightthe middle of the night,166.67,164.29
common_voice_bsk_42028835.wav,She rides that horse.,She jumped on the horse.,she rides that horse,she jumped on the horse,75.0,50.0
common_voice_bsk_42028844.wav,"I really like the butter, she keeps the butter for me in her box.",I love butter so much that she used to keep butter in her box.,i really like the butter she keeps the butter for me in her box,i love butter so much that she used to keep butter in her box,71.43,58.73
common_voice_bsk_42028849.wav,I am eating potatoes.,I am eating potatoes.,i am eating potatoes,i am eating potatoes,0.0,0.0
common_voice_bsk_42029191.wav,It is beyond my thinking.,it is beyond my thinking.,it is beyond my thinking,it is beyond my thinking,0.0,0.0
common_voice_bsk_42029213.wav,I have a coin.,I have a rupee.,i have a coin,i have a rupee,25.0,38.46
common_voice_bsk_42029224.wav,People were too afraid of him.,People were scared of him.,people were too afraid of him,people were scared of him,33.33,24.14
common_voice_bsk_42029225.wav,The page in my hand has torn.,My hand got ripped off.,the page in my hand has torn,my hand got ripped off,85.71,78.57
common_voice_bsk_42029227.wav,It is 9 o’clock.,It is 9 o’clock.,it is 9 o’clock,it is 9 o’clock,0.0,0.0
